mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	1	2/2	1	0					firstMeasure	2
2	2	1	2/2	1	0						3
3	3	1	2/2	1	0				line		4
4	4	1	2/2	1	0						5
5	5	1	2/2	1	0						6
6	6	1	2/2	1	0				line		7
7	7	1	2/2	1	0						8
8	8	1	2/2	1	0						9
9	9	1	2/2	1	0				line		10
10	10	1	2/2	1	0						11
11	11	1	2/2	1	0						12
12	12	1	2/2	1	0						13
13	13	1	2/2	1	0						14
14	14	1	2/2	1	0						15
15	15	1	2/2	1	0				page		16
16	16	1	2/2	1	0						17
17	17	1	2/2	1	0						18
18	18	1	2/2	1	0				line		19
19	19	1	2/2	1	0						20
20	20	1	2/2	1	0						21
21	21	1	2/2	1	0				line		22
22	22	1	2/2	1	0						23
23	23	1	2/2	1	0						24
24	24	1	2/2	1	0				line		25
25	25	1	2/2	1	0						26
26	26	1	2/2	1	0			double			27
27	27	6	2/2	1	0				line		28
28	28	6	2/2	1	0						29
29	29	6	2/2	1	0						30
30	30	6	2/2	1	0			double	page		31
31	31	3	2/2	1	0						32
32	32	3	2/2	1	0						33
33	33	3	2/2	1	0				line		34
34	34	3	2/2	1	0						35
35	35	3	2/2	1	0						36
36	36	3	2/2	1	0				line		37
37	37	0	2/2	1	0						38
38	38	0	2/2	1	0						39
39	39	0	2/2	1	0				line		40
40	40	0	2/2	1	0						41
41	41	0	2/2	1	0						42
42	42	0	2/2	1	0				line		43
43	43	-3	2/2	1	0						44
44	44	-3	2/2	1	0						45
45	45	-3	2/2	1	0				page		46
46	46	-3	2/2	1	0						47
47	47	-3	2/2	1	0						48
48	48	-3	2/2	1	0				line		49
49	49	-3	2/2	1	0						50
50	50	-3	2/2	1	0						51
51	51	-3	2/2	1	0				line		52
52	52	-3	2/2	1	0						53
53	53	-3	2/2	1	0				line		54
54	54	-3	2/2	1	0						55
55	55	-3	2/2	1	0			double			56
56	56	0	2/2	1	0				line		57
57	57	0	2/2	1	0						58
58	58	0	2/2	1	0						59
59	59	0	2/2	1	0				page		60
60	60	0	2/2	1	0						61
61	61	0	2/2	1	0						62
62	62	0	2/2	1	0						63
63	63	0	2/2	1	0						64
64	64	0	2/2	1	0						65
65	65	0	2/2	1	0				line		66
66	66	0	2/2	1	0						67
67	67	0	2/2	1	0						68
68	68	0	2/2	1	0				line		69
69	69	0	2/2	1	0						70
70	70	0	2/2	1	0						71
71	71	7	2/2	1	0				line		72
72	72	7	2/2	1	0						73
73	73	7	2/2	1	0						74
74	74	7	2/2	1	0				page		75
75	75	7	2/2	1	0						76
76	76	7	2/2	1	0						77
77	77	7	2/2	1	0				line		78
78	78	7	2/2	1	0						79
79	79	7	2/2	1	0						80
80	80	7	2/2	1	0				line		81
81	81	7	2/2	1	0						82
82	82	7	2/2	1	0						83
83	83	7	2/2	1	0				line		84
84	84	7	2/2	1	0						85
85	85	7	2/2	1	0						86
86	86	7	2/2	1	0				line		87
87	87	7	2/2	1	0						88
88	88	7	2/2	1	0						89
89	89	7	2/2	1	0				page		90
90	90	7	2/2	1	0						91
91	91	7	2/2	1	0						92
92	92	7	2/2	1	0				line		93
93	93	7	2/2	1	0						94
94	94	7	2/2	1	0						95
95	95	7	2/2	1	0				line		96
96	96	7	2/2	1	0						97
97	97	7	2/2	1	0						98
98	98	7	2/2	1	0				line		99
99	99	7	2/2	1	0			double			100
100	100	0	2/2	1	0						101
101	101	0	2/2	1	0				line		102
102	102	0	2/2	1	0						103
103	103	0	2/2	1	0						104
104	104	0	2/2	1	0						105
105	105	0	2/2	1	0				page		106
106	106	0	2/2	1	0						107
107	107	0	2/2	1	0						108
108	108	0	2/2	1	0						109
109	109	0	2/2	1	0				line		110
110	110	0	2/2	1	0						111
111	111	0	2/2	1	0						112
112	112	0	2/2	1	0						113
113	113	0	2/2	1	0				line		114
114	114	0	2/2	1	0						115
115	115	0	2/2	1	0						116
116	116	0	2/2	1	0				line		117
117	117	0	2/2	1	0						118
118	118	0	2/2	1	0						119
119	119	0	2/2	1	0				line		120
120	120	0	2/2	1	0						121
121	121	0	2/2	1	0						122
122	122	0	2/2	1	0						123
123	123	0	2/2	1	0						124
124	124	0	2/2	1	0						125
125	125	0	2/2	1	0			double	page		126
126	126	5	2/2	5/4	0						127
127	127	5	2/2	1	0						128
128	128	5	2/2	1	0						129
129	129	5	2/2	1	0				line		130
130	130	5	2/2	5/4	0						131
131	131	5	2/2	1	0						132
132	132	5	2/2	1	0				line		133
133	133	5	2/2	1	0						134
134	134	5	2/2	1	0						135
135	135	5	2/2	1	0				line		136
136	136	5	2/2	1	0						137
137	137	5	2/2	1	0						138
138	138	5	2/2	1	0				line		139
139	139	5	2/2	1	0						140
140	140	5	2/2	1	0						141
141	141	5	2/2	1	0				page		142
142	142	5	2/2	1	0						143
143	143	5	2/2	1	0						144
144	144	5	2/2	1	0						145
145	145	5	2/2	1	0						146
146	146	5	2/2	1	0						147
147	147	5	2/2	1	0				line		148
148	148	5	2/2	1	0						149
149	149	5	2/2	1	0						150
150	150	5	2/2	1	0				line		151
151	151	5	2/2	1	0						152
152	152	5	2/2	1	0						153
153	153	5	2/2	1	0				line		154
154	154	5	2/2	1	0						155
155	155	5	2/2	9/8	0						156
156	156	5	2/2	1	0						157
157	157	5	2/2	9/8	0					lastMeasure	-1
