mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	5	12/16	3/4	0						firstMeasure	2
2	2	5	2/4	1/2	0							3
3	3	5	12/16	3/4	0							4
4	4	5	2/4	1/2	0					line		5
5	5	5	12/16	3/4	0							6
6	6	5	12/16	5/4	0							7
7	7	5	2/4	1/2	0							8
8	8	5	2/4	1/2	0							9
9	9	5	2/4	1/2	0							10
10	10	5	12/16	3/4	0							11
11	11	5	12/16	3/4	0							12
12	12	5	12/16	3/4	0					line		13
13	13	5	12/16	3/4	0							14
14	14	5	12/16	3/4	0							15
15	15	5	12/16	3/4	0					line		16
16	16	5	12/16	3/4	0							17
17	17	5	6/16	3/8	0							18
18	18	5	12/16	3/4	0							19
19	19	5	12/16	3/4	0					line		20
20	20	5	12/16	3/4	0							21
21	21	5	12/16	3/4	0							22
22	22	5	12/16	3/4	0					line		23
23	23	5	12/16	3/4	0							24
24	24	5	12/16	3/4	0							25
25	25	5	12/16	3/4	0					line		26
26	26	5	12/16	3/4	0							27
27	27	5	12/16	3/4	0							28
28	28	5	12/16	3/4	0					line		29
29	29	5	12/16	3/4	0							30
30	30	5	12/16	3/4	0							31
31	31	5	12/16	3/4	0					line		32
32	32	5	12/16	3/4	0							33
33	33	5	12/16	3/4	0							34
34	34	5	12/16	3/4	0					line		35
35	35	5	12/16	3/4	0							36
36	36	5	12/16	3/4	0							37
37	37	5	12/16	3/4	0					line		38
38	38	5	12/16	3/4	0							39
39	39	5	2/4	1/2	0							40
40	40	5	2/4	1/2	0					line		41
41	41	5	2/4	1/2	0							42
42	42	5	2/4	1/2	0							43
43	43	5	2/4	1/2	0					line		44
44	44	5	2/4	1/2	0							45
45	45	5	2/4	1/2	0							46
46	46	5	2/4	1/2	0					line		47
47	47	5	2/4	1/2	0							48
48	48	5	2/4	1/2	0				double			49
49	49	5	6/8	3/4	0					line		50
50	50	5	6/8	3/4	0							51
51	51	5	6/8	3/4	0							52
52	52	5	6/8	3/4	0							53
53	53	5	6/8	3/4	0					line		54
54	54	5	6/8	3/4	0							55
55	55	5	6/8	3/4	0							56
56	56	5	6/8	3/4	0							57
57	57	5	6/8	3/4	0					line		58
58	58	5	6/8	3/4	0							59
59	59	5	6/8	3/4	0							60
60	60	5	6/8	3/4	0							61
61	61	5	6/8	3/4	0					line		62
62	62	5	6/8	3/4	0							63
63	63	5	6/8	3/4	0							64
64	64	5	6/8	3/4	0							65
65	65	5	6/8	3/4	0				double	line		66
66	66	5	12/16	3/4	0							67
67	67	5	12/16	3/4	0							68
68	68	5	12/16	3/4	0					line		69
69	69	5	12/16	3/4	0							70
70	70	5	6/16	3/8	0							71
71	71	5	12/16	3/4	0							72
72	72	5	12/16	3/4	0					line		73
73	73	5	12/16	3/4	0							74
74	74	5	12/16	3/4	0							75
75	75	5	12/16	3/4	0					line		76
76	76	5	12/16	3/4	0							77
77	77	5	12/16	3/4	0							78
78	78	5	12/16	3/4	0					line		79
79	79	5	12/16	3/4	0							80
80	80	5	12/16	3/4	0							81
81	81	5	2/4	1/2	0					line		82
82	82	5	2/4	1/2	0							83
83	83	5	2/4	1/2	0							84
84	84	5	2/4	1/2	0					line		85
85	85	5	2/4	1/2	0							86
86	86	5	2/4	1/2	0							87
87	87	5	2/4	1/2	0					line		88
88	88	5	2/4	1/2	0							89
89	89	5	2/4	1/2	0							90
90	90	5	2/4	1/2	0							91
91	91	5	2/4	1/2	0							92
92	92	5	2/4	1/2	0							93
93	93	5	2/4	1/2	0					line		94
94	94	5	2/4	1/2	0							95
95	95	5	2/4	1/2	0							96
96	96	5	2/4	1/2	0						lastMeasure	-1
