mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	-5	2/4	1/2	0					firstMeasure	2
2	2	-5	2/4	1/2	0						3
3	3	-5	2/4	1/2	0						4
4	4	-5	2/4	1/2	0				line		5
5	5	-5	2/4	1/2	0						6
6	6	-5	2/4	1/2	0						7
7	7	-5	2/4	1/2	0						8
8	8	-5	2/4	1/2	0						9
9	9	-5	2/4	1/2	0						10
10	10	-5	2/4	1/2	0				line		11
11	11	-5	2/4	1/2	0						12
12	12	-5	2/4	1/2	0						13
13	13	-5	2/4	1/2	0				line		14
14	14	-5	2/4	1/2	0						15
15	15	-5	2/4	1/2	0						16
16	16	-5	2/4	1/2	0				page		17
17	17	-5	2/4	1/2	0						18
18	18	-5	2/4	1/2	0						19
19	19	-5	2/4	1/2	0						20
20	20	-5	2/4	1/2	0						21
21	21	-5	2/4	1/2	0				line		22
22	22	-5	2/4	1/2	0						23
23	23	-5	2/4	1/2	0						24
24	24	-5	2/4	1/2	0						25
25	25	-5	2/4	1/2	0				line		26
26	26	-5	2/4	1/2	0						27
27	27	-5	2/4	1/2	0						28
28	28	-5	2/4	1/2	0				line		29
29	29	-5	2/4	1/2	0						30
30	30	-5	2/4	1/2	0						31
31	31	-5	2/4	1/2	0						32
32	32	-5	2/4	1/2	0				page		33
33	33	-5	2/4	1/2	0						34
34	34	-5	2/4	1/2	0						35
35	35	-5	2/4	1/2	0						36
36	36	-5	2/4	1/2	0				line		37
37	37	-5	2/4	1/2	0						38
38	38	-5	2/4	1/2	0						39
39	39	-5	2/4	1/2	0						40
40	40	-5	2/4	1/2	0						41
41	41	-5	2/4	1/2	0				line		42
42	42	-5	2/4	1/2	0						43
43	43	-5	2/4	1/2	0						44
44	44	-5	2/4	1/2	0						45
45	45	-5	2/4	1/2	0				line		46
46	46	-5	2/4	1/2	0						47
47	47	-5	2/4	1/2	0						48
48	48	-5	2/4	1/2	0						49
49	49	-5	2/4	1/2	0				line		50
50	50	-5	2/4	1/2	0						51
51	51	-5	2/4	1/2	0						52
52	52	-5	2/4	1/2	0				page		53
53	53	-5	2/4	1/2	0						54
54	54	-5	2/4	1/2	0						55
55	55	-5	2/4	1/2	0						56
56	56	-5	2/4	1/2	0				line		57
57	57	-5	2/4	1/2	0						58
58	58	-5	2/4	1/2	0						59
59	59	-5	2/4	1/2	0				line		60
60	60	-5	2/4	1/2	0						61
61	61	-5	2/4	1/2	0						62
62	62	-5	2/4	1/2	0						63
63	63	-5	2/4	1/2	0						64
64	64	-5	2/4	1/2	0						65
65	65	-5	2/4	1/2	0				line		66
66	66	-5	2/4	1/2	0						67
67	67	-5	2/4	1/2	0						68
68	68	-5	2/4	1/2	0						69
69	69	-5	2/4	1/2	0						70
70	70	-5	2/4	1/2	0						71
71	71	-5	2/4	1/2	0				page		72
72	72	-5	2/4	1/2	0						73
73	73	-5	2/4	1/2	0						74
74	74	-5	2/4	1/2	0						75
75	75	-5	2/4	1/2	0				line		76
76	76	-5	2/4	1/2	0						77
77	77	-5	2/4	1/2	0						78
78	78	-5	2/4	1/2	0						79
79	79	-5	2/4	1/2	0						80
80	80	-5	2/4	1/2	0				line		81
81	81	-5	2/4	1/2	0						82
82	82	-5	2/4	1/2	0						83
83	83	-5	2/4	1/2	0						84
84	84	-5	2/4	1/2	0				line		85
85	85	-5	2/4	1/2	0						86
86	86	-5	2/4	1/2	0						87
87	87	-5	2/4	1/2	0						88
88	88	-5	2/4	1/2	0						89
89	89	-5	2/4	1/2	0						90
90	90	-5	2/4	1/2	0					lastMeasure	-1
