mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	5	4/4	1	0						firstMeasure	2
2	2	5	4/4	1	0							3
3	3	5	4/4	1	0					line		4
4	4	5	4/4	1	0							5
5	5	5	4/4	1	0							6
6	6	5	4/4	1	0					line		7
7	7	5	4/4	1	0							8
8	8	5	4/4	1	0							9
9	9	5	4/4	1	0					line		10
10	10	5	4/4	1	0							11
11	11	5	4/4	1	0							12
12	12	5	4/4	1	0					page		13
13	13	5	4/4	1	0							14
14	14	5	4/4	1	0							15
15	15	5	4/4	1	0					line		16
16	16	5	4/4	1	0							17
17	17	5	4/4	1	0							18
18	18	5	4/4	1	0					line		19
19	19	5	4/4	1	0							20
20	20	5	4/4	1	0							21
21	21	5	4/4	1	0					line		22
22	22	5	4/4	1	0							23
23	23	5	4/4	1	0							24
24	24	5	4/4	1	0					line		25
25	25	5	4/4	1	0							26
26	26	5	4/4	1	0					page		27
27	27	5	4/4	1	0							28
28	28	5	4/4	1	0							29
29	29	5	4/4	1	0					line		30
30	30	5	4/4	1	0							31
31	31	5	4/4	1	0							32
32	32	5	4/4	1	0					line		33
33	33	5	4/4	1	0							34
34	34	5	4/4	1	0							35
35	35	5	4/4	1	0							36
36	36	5	4/4	1	0					line		37
37	37	5	4/4	1	0							38
38	38	5	4/4	1	0					line		39
39	39	5	4/4	1	0							40
40	40	5	4/4	1	0					page		41
41	41	5	4/4	1	0							42
42	42	5	4/4	1	0							43
43	43	5	4/4	1	0					line		44
44	44	5	4/4	1	0							45
45	45	5	4/4	1	0							46
46	46	5	4/4	1	0					line		47
47	47	5	4/4	1	0							48
48	48	5	4/4	1	0							49
49	49	5	4/4	1	0					line		50
50	50	5	4/4	1	0							51
51	51	5	4/4	1	0							52
52	52	5	4/4	1	0					line		53
53	53	5	4/4	1	0							54
54	54	5	4/4	1	0							55
55	55	5	4/4	1	0					page		56
56	56	5	4/4	1	0							57
57	57	5	4/4	1	0							58
58	58	5	4/4	1	0					line		59
59	59	5	4/4	1	0							60
60	60	5	4/4	1	0							61
61	61	5	4/4	1	0					line		62
62	62	5	4/4	1	0							63
63	63	5	4/4	1	0							64
64	64	5	4/4	1	0					line		65
65	65	5	4/4	1	0							66
66	66	5	4/4	1	0							67
67	67	5	4/4	1	0					line		68
68	68	5	4/4	1	0							69
69	69	5	4/4	1	0							70
70	70	5	4/4	1	0					page		71
71	71	5	4/4	1	0							72
72	72	5	4/4	1	0							73
73	73	5	4/4	1	0					line		74
74	74	5	4/4	1	0							75
75	75	5	4/4	1	0							76
76	76	5	4/4	1	0					line		77
77	77	5	4/4	1	0							78
78	78	5	4/4	1	0					line		79
79	79	5	4/4	1	0							80
80	80	5	4/4	1	0					line		81
81	81	5	4/4	1	0					page		82
82	82	5	4/4	1	0							83
83	83	5	4/4	1	0					line		84
84	84	5	4/4	1	0					line		85
85	85	5	4/4	1	0					line		86
86	86	5	4/4	1	0					line		87
87	87	5	4/4	1	0					page		88
88	88	5	4/4	1	0							89
89	89	5	4/4	1	0					line		90
90	90	5	4/4	1	0							91
91	91	5	4/4	1	0					line		92
92	92	5	2/4	1/2	0							93
93	93	5	4/4	1	0							94
94	94	5	2/4	1/2	0					line		95
95	95	5	4/4	1	0							96
96	96	5	4/4	1	0					line		97
97	97	5	4/4	1	0							98
98	98	5	4/4	1	0						lastMeasure	-1
