mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	1	4/4	1	0					firstMeasure	2
2	2	1	4/4	1	0						3
3	3	1	4/4	1	0				line		4
4	4	1	4/4	1	0						5
5	5	1	4/4	1	0						6
6	6	1	4/4	1	0				line		7
7	7	1	4/4	1	0						8
8	8	1	4/4	1	0						9
9	9	1	4/4	1	0				line		10
10	10	1	4/4	1	0						11
11	11	1	4/4	1	0				line		12
12	12	1	4/4	1	0						13
13	13	1	4/4	1	0				page		14
14	14	1	4/4	1	0						15
15	15	1	4/4	1	0				line		16
16	16	1	4/4	1	0						17
17	17	1	4/4	1	0						18
18	18	1	4/4	1	0				line		19
19	19	1	4/4	1	0						20
20	20	1	4/4	1	0				line		21
21	21	1	4/4	1	0						22
22	22	1	4/4	1	0						23
23	23	1	4/4	1	0				line		24
24	24	1	4/4	1	0						25
25	25	1	4/4	1	0				line		26
26	26	1	4/4	1	0						27
27	27	1	4/4	1	0				page		28
28	28	0	4/4	1	0						29
29	29	0	4/4	1	0				line		30
30	30	0	4/4	1	0						31
31	31	0	4/4	1	0				line		32
32	32	0	4/4	1	0						33
33	33	0	4/4	1	0				line		34
34	34	0	4/4	1	0						35
35	35	0	4/4	1	0				line		36
36	36	0	4/4	1	0						37
37	37	0	4/4	1	0						38
38	38	0	4/4	1/2	0				line		39
39	38	0	4/4	1/2	1/2		1				40
40	39	0	4/4	1	0						41
41	40	0	4/4	1	0				page		42
42	41	0	4/4	1	0						43
43	42	0	4/4	1	0				line		44
44	43	0	4/4	1	0						45
45	44	0	4/4	1	0				line		46
46	45	0	4/4	1	0						47
47	46	0	4/4	1	0				line		48
48	47	0	4/4	1	0						49
49	48	0	4/4	1	0				line		50
50	49	1	4/4	1	0						51
51	50	1	4/4	1	0				page		52
52	51	1	4/4	1	0						53
53	52	1	4/4	1	0				line		54
54	53	1	4/4	1	0						55
55	54	1	4/4	1	0				line		56
56	55	1	4/4	1	0						57
57	56	1	4/4	1	0				line		58
58	57	1	4/4	1	0			double			59
59	58	4	4/4	1	0						60
60	59	4	4/4	1	0						61
61	60	4	4/4	1	0				page		62
62	61	4	4/4	1	0			double			63
63	62	0	4/4	1	0				line		64
64	63	0	4/4	1	0						65
65	64	0	4/4	1	0				line		66
66	65	0	4/4	1	0			double			67
67	66	1	4/4	1	0				line		68
68	67	1	4/4	1	0						69
69	68	1	4/4	1	0				line		70
70	69	1	4/4	1	0						71
71	70	1	4/4	1	0				page		72
72	71	1	4/4	1	0						73
73	72	1	4/4	1	0				line		74
74	73	1	4/4	1	0						75
75	74	1	4/4	1	0				line		76
76	75	1	4/4	1	0						77
77	76	1	4/4	1	0						78
78	77	1	4/4	1	0				line		79
79	78	1	4/4	1	0						80
80	79	1	4/4	1	0						81
81	80	1	4/4	1	0				line		82
82	81	1	4/4	1	0						83
83	82	1	4/4	1	0						84
84	83	1	4/4	1	0						85
85	84	1	4/4	1	0					lastMeasure	-1
