mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
80	80	5	6/4	3/2	0						81
81	81	5	6/4	3/2	0						82
82	82	5	6/4	3/2	0				page		83
83	83	5	6/4	3/2	0						84
84	84	5	6/4	3/2	0						85
85	85	5	6/4	3/2	0						86
86	86	5	6/4	3/2	0						87
87	87	5	6/4	3/2	0						88
88	88	5	6/4	3/2	0				line		89
89	89	5	6/4	3/2	0			double			90
90	90	5	3/4	3/4	0			double			91
91	91	2	6/8	3/4	0				line		92
92	92	2	6/8	3/4	0						93
93	93	2	6/8	3/4	0						94
94	94	2	6/8	3/4	0						95
95	95	2	6/8	3/4	0				line		96
96	96	2	6/8	3/4	0						97
97	97	2	6/8	3/4	0						98
98	98	2	6/8	3/4	0						99
99	99	2	6/8	3/4	0				page		100
100	100	2	6/8	3/4	0						101
101	101	2	6/8	3/4	0						102
102	102	2	6/8	3/4	0						103
103	103	2	6/8	3/4	0				line		104
104	104	2	6/8	3/4	0						105
105	105	2	6/8	3/4	0						106
106	106	2	6/8	3/4	0						107
107	107	2	6/8	3/4	0				line		108
108	108	2	6/8	3/4	0						109
109	109	2	6/8	3/4	0						110
110	110	2	6/8	3/4	0						111
111	111	2	6/8	3/4	0				line		112
112	112	2	6/8	3/4	0						113
113	113	2	6/8	3/4	0						114
114	114	2	6/8	3/4	0						115
115	115	2	6/8	3/4	0				line		116
116	116	2	6/8	3/4	0						117
117	117	2	6/8	3/4	0						118
118	118	2	6/8	3/4	0						119
119	119	2	6/8	3/4	0				line		120
120	120	2	6/8	3/4	0						121
121	121	2	6/8	3/4	0						122
122	122	2	6/8	3/4	0						123
123	123	2	6/8	3/4	0				line		124
124	124	2	6/8	3/4	0						125
125	125	2	6/8	3/4	0						126
126	126	2	6/8	3/4	0				line		127
127	127	2	6/8	3/4	0						128
128	128	2	6/8	3/4	0						129
129	129	2	6/8	3/4	0				line		130
130	130	2	6/8	3/4	0						131
131	131	2	6/8	3/4	0						132
132	132	2	6/8	3/4	0				line		133
133	133	2	6/8	3/4	0						134
134	134	2	6/8	3/4	0						135
135	135	2	6/8	3/4	0						136
136	136	2	6/8	3/4	0				line		137
137	137	2	6/8	3/4	0						138
138	138	2	6/8	3/4	0						139
139	139	2	6/8	3/4	0						140
140	140	2	6/8	3/4	0				line		141
141	141	2	6/8	3/4	0						142
142	142	2	6/8	3/4	0						143
143	143	2	6/8	3/4	0						144
144	144	2	6/8	3/4	0						145
145	145	2	6/8	3/4	0				line		146
146	146	2	6/8	3/4	0						147
147	147	2	6/8	3/4	0						148
148	148	2	6/8	3/4	0						149
149	149	2	6/8	3/4	0						150
150	150	2	6/8	3/4	0				line		151
151	151	2	6/8	3/4	0						152
152	152	2	6/8	3/4	0						153
153	153	2	6/8	3/4	0						154
154	154	2	6/8	3/4	0						155
155	155	2	6/8	3/4	0				line		156
156	156	2	6/8	3/4	0						157
157	157	2	6/8	3/4	0						158
158	158	2	6/8	3/4	0						159
159	159	2	6/8	3/4	0						160
160	160	2	6/8	3/4	0				line		161
161	161	2	6/8	3/4	0						162
162	162	2	6/8	3/4	0						163
163	163	2	6/8	3/4	0						164
164	164	2	6/8	3/4	0						165
165	165	2	6/8	3/4	0				line		166
166	166	2	6/8	3/4	0						167
167	167	2	6/8	3/4	0						168
168	168	2	6/8	3/4	0						169
169	169	2	6/8	3/4	0						170
170	170	2	6/8	3/4	0				line		171
171	171	2	6/8	3/4	0						172
172	172	2	6/8	3/4	0						173
173	173	2	6/8	3/4	0						174
174	174	2	6/8	3/4	0						175
175	175	2	6/8	3/4	0				line		176
176	176	2	6/8	3/4	0						177
177	177	2	6/8	3/4	0						178
178	178	2	6/8	3/4	0						179
179	179	2	6/8	3/4	0						180
180	180	2	6/8	3/4	0				line		181
181	181	2	6/8	3/4	0						182
182	182	2	6/8	3/4	0						183
183	183	2	6/8	3/4	0						184
184	184	2	6/8	3/4	0						185
185	185	2	6/8	3/4	0						186
186	186	2	6/8	3/4	0					lastMeasure	-1
