mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	5	3/2	3/2	0						firstMeasure	2
2	2	5	3/2	3/2	0							3
3	3	5	3/2	3/2	0					line		4
4	4	5	3/2	3/2	0							5
5	5	5	3/2	3/2	0							6
6	6	5	3/2	3/2	0					line		7
7	7	5	3/2	3/2	0							8
8	8	5	3/2	3/2	0							9
9	9	5	3/2	3/2	0					line		10
10	10	5	3/2	3/2	0				double			11
11	11	5	4/2	2	0				double			12
12	12	5	3/2	3/2	0					line		13
13	13	5	3/2	3/2	0							14
14	14	5	3/2	3/2	0					page		15
15	15	5	3/2	3/2	0				double			16
16	16	5	1/2	1/2	0				double			17
17	17	5	3/2	3/2	0					line		18
18	18	5	3/2	3/2	0							19
19	19	5	3/2	3/2	0							20
20	20	5	3/2	3/2	0					line		21
21	21	5	3/2	3/2	0							22
22	22	5	3/2	3/2	0							23
23	23	5	3/2	3/2	0					line		24
24	24	5	3/2	3/2	0							25
25	25	5	3/2	3/2	0							26
26	26	5	3/2	3/2	0							27
27	27	5	3/2	3/2	0					line		28
28	28	5	3/2	3/2	0							29
29	29	5	3/2	3/2	0							30
30	30	5	3/2	3/2	0					page		31
31	31	5	3/2	3/2	0							32
32	32	5	3/2	3/2	0							33
33	33	5	3/2	3/2	0							34
34	34	5	3/2	3/2	0					line		35
35	35	5	3/2	3/2	0							36
36	36	5	3/2	3/2	0							37
37	37	5	3/2	3/2	0					line		38
38	38	5	3/2	3/2	0							39
39	39	5	3/2	3/2	0							40
40	40	5	3/2	3/2	0					line		41
41	41	5	3/2	3/2	0				double			42
42	42	5	2/2	1	0				double			43
43	43	5	3/2	3/2	0					line		44
44	44	5	3/2	3/2	0							45
45	45	5	3/2	3/2	0					page		46
46	46	5	3/2	3/2	0							47
47	47	5	3/2	3/2	0							48
48	48	5	3/2	3/2	0					line		49
49	49	5	3/2	3/2	0							50
50	50	5	3/2	3/2	0				double	line		51
51	51	0	3/2	3/2	0							52
52	52	0	3/2	3/2	0					line		53
53	53	0	3/2	3/2	0							54
54	54	0	3/2	3/2	0							55
55	55	0	3/2	3/2	0					line		56
56	56	0	3/2	3/2	0				double			57
57	57	5	3/2	3/2	0							58
58	58	5	3/2	3/2	0					page		59
59	59	5	3/2	3/2	0							60
60	60	5	3/2	3/2	0							61
61	61	5	3/2	3/2	0					line		62
62	62	5	3/2	3/2	0							63
63	63	5	3/2	3/2	0							64
64	64	5	3/2	3/2	0					line		65
65	65	5	3/2	3/2	0							66
66	66	5	3/2	3/2	0							67
67	67	5	3/2	3/2	0							68
68	68	5	3/2	3/2	0					line		69
69	69	5	3/2	3/2	0							70
70	70	5	3/2	3/2	0							71
71	71	5	3/2	3/2	0							72
72	72	5	3/2	3/2	0					line		73
73	73	5	3/2	3/2	0							74
74	74	5	3/2	3/2	0							75
75	75	5	3/2	3/2	0							76
76	76	5	3/2	3/2	0						lastMeasure	-1
