mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
131	131	0	6/8	3/4	0				line		132
132	132	0	6/8	3/4	0						133
133	133	0	6/8	3/4	0						134
134	134	0	6/8	3/4	0						135
135	135	0	6/8	3/4	0						136
136	136	0	6/8	3/4	0				line		137
137	137	0	6/8	3/4	0						138
138	138	0	6/8	3/4	0						139
139	139	0	6/8	3/4	0						140
140	140	0	6/8	3/4	0						141
141	141	0	6/8	3/4	0				line		142
142	142	0	6/8	3/4	0						143
143	143	0	6/8	3/4	0						144
144	144	0	6/8	3/4	0						145
145	145	0	6/8	3/4	0						146
146	146	0	6/8	3/4	0						147
147	147	0	6/8	3/4	0			double	line		148
148	148	-6	6/8	3/4	0						149
149	149	-6	6/8	3/4	0						150
150	150	-6	6/8	3/4	0						151
151	151	-6	6/8	3/4	0						152
152	152	-6	6/8	3/4	0						153
153	153	-6	6/8	3/4	0						154
154	154	-6	6/8	3/4	0						155
155	155	-6	6/8	3/4	0				page		156
156	156	-6	6/8	3/4	0						157
157	157	-6	6/8	3/4	0						158
158	158	-6	6/8	3/4	0						159
159	159	-6	6/8	3/4	0						160
160	160	-6	6/8	3/4	0						161
161	161	-6	6/8	3/4	0				line		162
162	162	-6	6/8	3/4	0						163
163	163	-6	6/8	3/4	0						164
164	164	-6	6/8	3/4	0						165
165	165	-6	6/8	3/4	0						166
166	166	-6	6/8	3/4	0						167
167	167	-6	6/8	3/4	0				line		168
168	168	-6	6/8	3/4	0						169
169	169	-6	6/8	3/4	0						170
170	170	-6	6/8	3/4	0						171
171	171	-6	6/8	3/4	0						172
172	172	-6	6/8	3/4	0						173
173	173	-6	6/8	3/4	0				line		174
174	174	-6	6/8	3/4	0						175
175	175	-6	6/8	3/4	0						176
176	176	-6	6/8	3/4	0						177
177	177	-6	6/8	3/4	0						178
178	178	-6	6/8	3/4	0						179
179	179	-6	6/8	3/4	0				line		180
180	180	-6	6/8	3/4	0						181
181	181	-6	6/8	3/4	0						182
182	182	-6	6/8	3/4	0						183
183	183	-6	6/8	3/4	0						184
184	184	-6	6/8	3/4	0						185
185	185	-6	6/8	3/4	0				page		186
186	186	-6	6/8	3/4	0						187
187	187	-6	6/8	3/4	0						188
188	188	-6	6/8	3/4	0						189
189	189	-6	6/8	3/4	0						190
190	190	-6	6/8	3/4	0						191
191	191	-6	6/8	3/4	0				line		192
192	192	-6	6/8	3/4	0						193
193	193	-6	6/8	3/4	0						194
194	194	-6	6/8	3/4	0						195
195	195	-6	6/8	3/4	0						196
196	196	-6	6/8	3/4	0						197
197	197	-6	6/8	3/4	0				line		198
198	198	-6	6/8	3/4	0						199
199	199	-6	6/8	3/4	0						200
200	200	-6	6/8	3/4	0						201
201	201	-6	6/8	3/4	0						202
202	202	-6	6/8	3/4	0						203
203	203	-6	6/8	3/4	0				line		204
204	204	-6	6/8	3/4	0						205
205	205	-6	6/8	3/4	0						206
206	206	-6	6/8	3/4	0						207
207	207	-6	6/8	3/4	0						208
208	208	-6	6/8	3/4	0						209
209	209	-6	6/8	3/4	0				line		210
210	210	-6	6/8	3/4	0						211
211	211	-6	6/8	3/4	0						212
212	212	-6	6/8	3/4	0						213
213	213	-6	6/8	3/4	0						214
214	214	-6	6/8	3/4	0						215
215	215	-6	6/8	3/4	0			double	page		216
216	216	0	6/8	3/4	0						217
217	217	0	6/8	3/4	0						218
218	218	0	6/8	3/4	0						219
219	219	0	6/8	3/4	0						220
220	220	0	6/8	3/4	0						221
221	221	0	6/8	3/4	0				line		222
222	222	0	6/8	3/4	0						223
223	223	0	6/8	3/4	0						224
224	224	0	6/8	3/4	0						225
225	225	0	6/8	3/4	0						226
226	226	0	6/8	3/4	0						227
227	227	0	6/8	3/4	0				line		228
228	228	0	6/8	3/4	0						229
229	229	0	6/8	3/4	0						230
230	230	0	6/8	3/4	0						231
231	231	0	6/8	3/4	0						232
232	232	0	6/8	3/4	0						233
233	233	0	6/8	3/4	0				line		234
234	234	0	6/8	3/4	0						235
235	235	0	6/8	3/4	0						236
236	236	0	6/8	3/4	0						237
237	237	0	6/8	3/4	0						238
238	238	0	6/8	3/4	0						239
239	239	0	6/8	3/4	0				line		240
240	240	0	6/8	3/4	0						241
241	241	0	6/8	3/4	0						242
242	242	0	6/8	3/4	0						243
243	243	0	6/8	3/4	0						244
244	244	0	6/8	3/4	0						245
245	245	0	6/8	3/4	0				page		246
246	246	0	6/8	3/4	0						247
247	247	0	6/8	3/4	0						248
248	248	0	6/8	3/4	0						249
249	249	0	6/8	3/4	0						250
250	250	0	6/8	3/4	0						251
251	251	0	6/8	3/4	0				line		252
252	252	0	6/8	3/4	0						253
253	253	0	6/8	3/4	0						254
254	254	0	6/8	3/4	0						255
255	255	0	6/8	3/4	0						256
256	256	0	6/8	3/4	0						257
257	257	0	6/8	3/4	0				line		258
258	258	0	6/8	3/4	0						259
259	259	0	6/8	3/4	0						260
260	260	0	6/8	3/4	0						261
261	261	0	6/8	3/4	0						262
262	262	0	6/8	3/4	0						263
263	263	0	6/8	3/4	0				line		264
264	264	0	6/8	3/4	0						265
265	265	0	6/8	3/4	0						266
266	266	0	6/8	3/4	0						267
267	267	0	6/8	3/4	0						268
268	268	0	6/8	3/4	0						269
269	269	0	6/8	3/4	0			double	line		270
270	270	0	6/8	3/4	0						271
271	271	0	6/8	3/4	0						272
272	272	0	6/8	3/4	0						273
273	273	0	6/8	3/4	0						274
274	274	0	6/8	3/4	0						275
275	275	0	6/8	3/4	0				line		276
276	276	0	6/8	3/4	0						277
277	277	0	6/8	3/4	0						278
278	278	0	6/8	3/4	0						279
279	279	0	6/8	3/4	0						280
280	280	0	6/8	3/4	0						281
281	281	0	6/8	3/4	0						282
282	282	0	6/8	3/4	0				page		283
283	283	0	6/8	3/4	0						284
284	284	0	6/8	3/4	0						285
285	285	0	6/8	3/4	0						286
286	286	0	6/8	3/4	0						287
287	287	0	6/8	3/4	0						288
288	288	0	6/8	3/4	0				line		289
289	289	0	6/8	3/4	0						290
290	290	0	6/8	3/4	0						291
291	291	0	6/8	3/4	0						292
292	292	0	6/8	3/4	0						293
293	293	0	6/8	3/4	0						294
294	294	0	6/8	3/4	0				line		295
295	295	0	6/8	3/4	0						296
296	296	0	6/8	3/4	0						297
297	297	0	6/8	3/4	0						298
298	298	0	6/8	3/4	0						299
299	299	0	6/8	3/4	0						300
300	300	0	6/8	3/4	0				line		301
301	301	0	6/8	3/4	0						302
302	302	0	6/8	3/4	0						303
303	303	0	6/8	3/4	0						304
304	304	0	6/8	3/4	0						305
305	305	0	6/8	3/4	0						306
306	306	0	6/8	3/4	0				line		307
307	307	0	6/8	3/4	0						308
308	308	0	6/8	3/4	0						309
309	309	0	6/8	3/4	0						310
310	310	0	6/8	3/4	0						311
311	311	0	6/8	3/4	0						312
312	312	0	6/8	3/4	0				page		313
313	313	0	6/8	3/4	0						314
314	314	0	6/8	3/4	0						315
315	315	0	6/8	3/4	0						316
316	316	0	6/8	3/4	0						317
317	317	0	6/8	3/4	0						318
318	318	0	6/8	3/4	0				line		319
319	319	0	6/8	3/4	0						320
320	320	0	6/8	3/4	0						321
321	321	0	6/8	3/4	0						322
322	322	0	6/8	3/4	0						323
323	323	0	6/8	3/4	0						324
324	324	0	6/8	3/4	0				line		325
325	325	0	6/8	3/4	0						326
326	326	0	6/8	3/4	0						327
327	327	0	6/8	3/4	0						328
328	328	0	6/8	3/4	0						329
329	329	0	6/8	3/4	0						330
330	330	0	6/8	3/4	0				line		331
331	331	0	6/8	3/4	0						332
332	332	0	6/8	3/4	0						333
333	333	0	6/8	3/4	0						334
334	334	0	6/8	3/4	0						335
335	335	0	6/8	3/4	0						336
336	336	0	6/8	3/4	0				line		337
337	337	0	6/8	3/4	0						338
338	338	0	6/8	3/4	0						339
339	339	0	6/8	3/4	0						340
340	340	0	6/8	3/4	0						341
341	341	0	6/8	3/4	0						342
342	342	0	6/8	3/4	0				page		343
343	343	0	6/8	3/4	0						344
344	344	0	6/8	3/4	0						345
345	345	0	6/8	3/4	0						346
346	346	0	6/8	3/4	0						347
347	347	0	6/8	3/4	0						348
348	348	0	6/8	3/4	0						349
349	349	0	6/8	3/4	0						350
350	350	0	6/8	3/4	0				line		351
351	351	0	6/8	3/4	0						352
352	352	0	6/8	3/4	0						353
353	353	0	6/8	3/4	0						354
354	354	0	6/8	3/4	0						355
355	355	0	6/8	3/4	0						356
356	356	0	6/8	3/4	0				line		357
357	357	0	6/8	3/4	0						358
358	358	0	6/8	3/4	0						359
359	359	0	6/8	3/4	0						360
360	360	0	6/8	3/4	0						361
361	361	0	6/8	3/4	0						362
362	362	0	6/8	3/4	0						363
363	363	0	6/8	3/4	0						364
364	364	0	6/8	3/4	0						365
365	365	0	6/8	3/4	0				line		366
366	366	0	6/8	3/4	0						367
367	367	0	6/8	3/4	0						368
368	368	0	6/8	3/4	0						369
369	369	0	6/8	3/4	0						370
370	370	0	6/8	3/4	0						371
371	371	0	6/8	3/4	0						372
372	372	0	6/8	3/4	0						373
373	373	0	6/8	3/4	0				line		374
374	374	0	6/8	3/4	0						375
375	375	0	6/8	3/4	0						376
376	376	0	6/8	3/4	0						377
377	377	0	6/8	3/4	0						378
378	378	0	6/8	3/4	0						379
379	379	0	6/8	3/4	0						380
380	380	0	6/8	3/4	0						381
381	381	0	6/8	3/4	0					lastMeasure	-1
