mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	-6	4/4	1	0						firstMeasure	2
2	2	-6	4/4	1	0					line		3
3	3	-6	4/4	1	0							4
4	4	-6	4/4	1	0					line		5
5	5	-6	4/4	1	0							6
6	6	-6	4/4	1	0					line		7
7	7	-6	4/4	1	0							8
8	8	-6	4/4	1	0					line		9
9	9	-6	4/4	1	0							10
10	10	-6	4/4	1	0							11
11	11	-6	4/4	1	0							12
12	12	-6	4/4	1	0							13
13	13	-6	4/4	1	0							14
14	14	-6	4/4	1	0					page		15
15	15	-6	4/4	1	0							16
16	16	-6	4/4	1	0					line		17
17	17	-6	4/4	1	0							18
18	18	-6	4/4	1	0					line		19
19	19	-6	4/4	1	0							20
20	20	-6	4/4	1	0					line		21
21	21	0	4/4	1	0							22
22	22	0	4/4	1	0							23
23	23	0	4/4	1	0							24
24	24	0	4/4	1	0					line		25
25	25	0	4/4	1	0							26
26	26	0	4/4	1	0					page		27
27	27	0	4/4	1	0							28
28	28	-6	4/4	1	0					line		29
29	29	-6	4/4	1	0							30
30	30	-6	4/4	1	0							31
31	31	-6	4/4	1	0							32
32	32	-6	4/4	1	0					line		33
33	33	0	4/4	1	0							34
34	34	0	4/4	1	0					line		35
35	35	0	4/4	1	0							36
36	36	0	4/4	1	0							37
37	37	0	4/4	1	0							38
38	38	0	4/4	1	0							39
39	39	0	4/4	1	0							40
40	40	0	4/4	1	0							41
41	41	0	4/4	1	0							42
42	42	0	4/4	1	0							43
43	43	0	4/4	1	0							44
44	44	-6	4/4	1	0							45
45	45	-6	4/4	1	0							46
46	46	-6	4/4	1	0					line		47
47	47	-6	4/4	1	0							48
48	48	-6	4/4	1	0					page		49
49	49	-6	4/4	1	0							50
50	50	-6	4/4	1	0					line		51
51	51	-6	4/4	1	0							52
52	52	-6	4/4	1	0					line		53
53	53	-6	4/4	1	0							54
54	54	-6	4/4	1	0					line		55
55	55	-6	4/4	1	0							56
56	56	-6	4/4	1	0					line		57
57	57	-6	4/4	1	0							58
58	58	-6	4/4	1	0							59
59	59	-6	4/4	1	0						lastMeasure	-1
