mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	-4	3/4	3/4	0					firstMeasure	2
2	2	-4	3/4	3/4	0						3
3	3	-4	3/4	3/4	0						4
4	4	-4	3/4	3/4	0				line		5
5	5	-4	3/4	3/4	0						6
6	6	-4	3/4	3/4	0						7
7	7	-4	3/4	3/4	0						8
8	8	-4	3/4	3/4	0				line		9
9	9	-4	3/4	3/4	0						10
10	10	-4	3/4	3/4	0						11
11	11	-4	3/4	3/4	0				line		12
12	12	-4	3/4	3/4	0						13
13	13	-4	3/4	3/4	0						14
14	14	-4	3/4	3/4	0				line		15
15	15	-4	3/4	3/4	0						16
16	16	-4	5/4	5/4	0						17
17	17	-4	3/4	3/4	0				line		18
18	18	-4	3/4	3/4	0						19
19	19	-4	3/4	3/4	0						20
20	20	-4	3/4	3/4	0				line		21
21	21	-4	3/4	3/4	0						22
22	22	-4	3/4	3/4	0				line		23
23	23	-2	3/4	3/4	0						24
24	24	-2	3/4	3/4	0						25
25	25	-2	3/4	3/4	0				page		26
26	26	-2	3/4	3/4	0						27
27	27	-2	3/4	3/4	0						28
28	28	-2	3/4	3/4	0				line		29
29	29	-2	3/4	3/4	0						30
30	30	-2	3/4	3/4	0						31
31	31	-2	3/4	3/4	0				line		32
32	32	-2	3/4	3/4	0						33
33	33	-2	3/4	3/4	0						34
34	34	-2	3/4	3/4	0				line		35
35	35	-2	3/4	3/4	0						36
36	36	-2	3/4	3/4	0						37
37	37	-2	3/4	3/4	0				page		38
38	38	-4	3/4	3/4	0						39
39	39	-4	3/4	3/4	0						40
40	40	-4	3/4	3/4	0				line		41
41	41	-4	3/4	3/4	0						42
42	42	-4	3/4	3/4	0						43
43	43	-4	3/4	3/4	0				line		44
44	44	-4	3/4	3/4	0						45
45	45	-4	3/4	3/4	0						46
46	46	-4	3/4	3/4	0						47
47	47	-4	3/4	3/4	0				line		48
48	48	-4	3/4	3/4	0						49
49	49	-4	3/4	3/4	0						50
50	50	-4	3/4	3/4	0						51
51	51	-4	3/4	3/4	0					lastMeasure	-1
