mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	4/4	1	0					firstMeasure	2
2	2	0	4/4	1	0				line		3
3	3	0	4/4	1	0				line		4
4	4	0	4/4	1	0				line		5
5	5	0	4/4	1	0						6
6	6	0	4/4	1	0				page		7
7	7	0	4/4	1	0				line		8
8	8	0	4/4	1	0						9
9	9	0	4/4	1/2	0				line		10
10	10	0	4/4	1	0						11
11	11	0	4/4	1/2	0				page		12
12	12	0	4/4	1	0						13
13	13	0	4/4	1	0				line		14
14	14	0	4/4	1	0						15
15	14	0	4/4	1/4	0		1		line		16
16	15	0	4/4	1/4	3/4						17
17	16	0	4/4	1	0				page		18
18	17	0	4/4	1	0				line		19
19	18	0	4/4	1	0				line		20
20	19	0	4/4	1	0				line		21
21	20	0	4/4	1	0				page		22
22	21	0	4/4	1	0				line		23
23	22	0	4/4	1	0				line		24
24	23	0	12/8	3/2	0				page		25
25	24	4	12/8	3/2	0				line		26
26	25	4	12/8	3/2	0				line		27
27	26	4	12/8	3/2	0				line		28
28	27	4	12/8	3/2	0				line		29
29	28	4	12/8	3/2	0				page		30
30	29	4	12/8	3/2	0						31
31	30	4	12/8	3/2	0				line		32
32	31	4	12/8	3/2	0				line		33
33	32	4	12/8	3/2	0						34
34	33	4	12/8	3/2	0				page		35
35	34	4	12/8	3/2	0				line		36
36	35	4	12/8	3/2	0				line		37
37	36	4	12/8	3/2	0				line		38
38	37	4	12/8	3/2	0				page		39
39	38	4	12/8	3/2	0				line		40
40	39	4	12/8	3/2	0				line		41
41	40	0	4/4	1	0				line		42
42	41	0	4/4	1	0				line		43
43	42	0	4/4	1	0						44
44	43	0	4/4	1	0				page		45
45	44	0	4/4	1	0				line		46
46	45	0	4/4	1	0				line		47
47	46	0	4/4	1	0				line		48
48	47	0	4/4	1	0						49
49	48	0	4/4	1	0						50
50	49	0	4/4	1	0					lastMeasure	-1
