mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	-6	2/2	1	0						firstMeasure	2
2	2	-6	2/2	1	0							3
3	3	-6	2/2	1	0							4
4	4	-6	2/2	1	0					line		5
5	5	-6	2/2	1	0							6
6	6	-6	2/2	1	0							7
7	7	-6	2/2	1	0							8
8	8	-6	2/2	1	0							9
9	9	-6	2/2	1	0					line		10
10	10	-6	2/2	1	0							11
11	11	-6	2/2	1	0							12
12	12	-6	2/2	1	0							13
13	13	-6	2/2	1	0							14
14	14	-6	2/2	1	0					page		15
15	15	-6	2/2	1	0							16
16	16	-6	2/2	1	0							17
17	17	-6	2/2	1	0							18
18	18	-6	2/2	1	0							19
19	19	-6	2/2	1	0					line		20
20	20	-6	2/2	1	0							21
21	21	-6	2/2	1	0							22
22	22	-6	2/2	1	0							23
23	23	-6	2/2	1	0					line		24
24	24	-6	2/2	1	0							25
25	25	-6	2/2	1	0							26
26	26	-6	2/2	1	0							27
27	27	-6	2/2	1	0					line		28
28	28	-6	2/2	1	0							29
29	29	-6	2/2	1	0							30
30	30	-6	2/2	1	0							31
31	31	-6	2/2	1	0							32
32	32	-6	2/2	1	0					line		33
33	33	-6	2/2	1	0							34
34	34	-6	2/2	1	0							35
35	35	-6	2/2	1	0							36
36	36	-6	2/2	1	0					line		37
37	37	-6	2/2	1	0				double			38
38	38	0	2/2	1	0							39
39	39	0	2/2	1	0							40
40	40	0	2/2	1	0					line		41
41	41	0	2/2	1	0							42
42	42	0	2/2	1	0				double			43
43	43	0	2/2	1	0							44
44	44	0	2/2	1	0					line		45
45	45	0	2/2	1	0							46
46	46	0	2/2	1	0							47
47	47	0	2/2	1	0							48
48	48	0	2/2	1	0				double	line		49
49	49	-6	2/2	1	0							50
50	50	-6	2/2	1	0							51
51	51	-6	2/2	1	0							52
52	52	-6	2/2	1	0							53
53	53	-6	2/2	1	0					line		54
54	54	-6	2/2	1	0							55
55	55	-6	2/2	1	0							56
56	56	-6	2/2	1	0							57
57	57	-6	2/2	1	0							58
58	58	-6	2/2	1	0							59
59	59	-6	2/2	1	0					line		60
60	60	-6	2/2	1	0							61
61	61	-6	2/2	1	0							62
62	62	-6	2/2	1	0							63
63	63	-6	2/2	1	0					line		64
64	64	-6	2/2	1	0							65
65	65	-6	2/2	1	0							66
66	66	-6	2/2	1	0							67
67	67	-6	2/2	1	0							68
68	68	-6	2/2	1	0						lastMeasure	-1
