mc	mn	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	3	4/4	1	0					firstMeasure	2
2	2	3	4/4	1/2	0						3
3	2	3	4/4	1/2	1/2		1				4
4	3	3	4/4	1	0				line		5
5	4	3	4/4	1	0						6
6	5	3	4/4	1/2	0				line		7
7	5	3	4/4	1/2	1/2		1				8
8	6	3	4/4	1/2	0				line		9
9	6	3	4/4	1/2	1/2		1				10
10	7	3	4/4	1	0						11
11	8	3	4/4	1	0						12
12	9	3	4/4	1	0				page		13
13	10	3	4/4	9/8	0						14
14	11	3	4/4	1	0						15
15	12	3	4/4	1	0						16
16	13	3	4/4	9/8	0						17
17	14	3	4/4	1	0				line		18
18	15	3	4/4	1	0						19
19	16	3	4/4	1	0						20
20	17	3	4/4	1	0						21
21	18	3	4/4	1	0						22
22	19	3	4/4	1	0						23
23	20	3	4/4	1	0				line		24
24	21	3	4/4	1	0						25
25	22	3	4/4	1	0				line		26
26	23	0	4/4	1	0						27
27	24	0	4/4	1	0						28
28	25	0	4/4	1	0						29
29	26	0	4/4	1	0						30
30	27	0	4/4	1	0						31
31	28	0	4/4	1	0						32
32	29	0	4/4	1	0						33
33	30	0	4/4	1	0						34
34	31	0	4/4	1	0						35
35	32	0	4/4	1	0				line		36
36	33	0	4/4	1	0						37
37	34	0	4/4	1	0				line		38
38	35	3	3/4	3/4	0						39
39	36	3	3/4	1/4	0				line		40
40	36	3	3/4	1/2	1/4		1				41
41	37	3	3/4	3/4	0						42
42	38	3	3/4	3/4	0				line		43
43	39	3	3/4	3/4	0						44
44	40	3	3/4	1/4	0				line		45
45	40	3	3/4	1/2	1/4		1				46
46	41	3	3/4	3/4	0				line		47
47	42	3	3/4	3/4	0				line		48
48	43	3	4/4	1	0						49
49	44	3	4/4	1	0						50
50	45	3	4/4	1	0						51
51	46	3	4/4	1	0				line		52
52	47	3	4/4	1	0						53
53	48	3	4/4	1	0						54
54	49	3	4/4	1	0						55
55	50	3	4/4	1	0				line		56
56	51	3	4/4	1	0						57
57	52	3	4/4	1	0						58
58	53	3	4/4	1	0				line		59
59	54	3	4/4	1	0						60
60	55	3	4/4	1	0				page		61
61	56	3	4/4	1	0						62
62	57	3	4/4	1/2	0				line		63
63	57	3	4/4	1/2	1/2		1				64
64	58	3	4/4	1	0						65
65	59	3	4/4	1	0						66
66	60	3	4/4	1	0				line		67
67	61	3	4/4	1	0						68
68	62	3	4/4	1	0						69
69	63	3	4/4	1	0				line		70
70	64	3	4/4	1	0						71
71	65	3	4/4	1	0						72
72	66	3	4/4	1/2	0						73
73	66	3	4/4	1/2	1/2		1				74
74	67	3	4/4	1	0						75
75	68	3	3/4	3/4	0						76
76	69	3	4/4	1	0						77
77	70	3	4/4	1	0					lastMeasure	-1
