slice	0	1	2	3	4	5	6	7	8	9	10	11
[1.0, 2.0)			0.5			0.25				0.25		
[2.0, 3.0)	0.25				0.25					0.5		
[3.0, 4.0)	0.5				0.25			0.25				
[4.0, 5.0)					0.5			0.25				0.25
[5.0, 6.0)			0.5			0.25				0.25		
[6.0, 7.0)			0.25					0.5			0.25	
[7.0, 8.0)	0.5				0.25			0.25				
[8.0, 9.0)	0.25				0.25					0.5		
[9.0, 10.0)			0.4			0.2		0.2		0.2		
[10.0, 11.0)	0.2				0.2			0.2		0.4		
[11.0, 12.0)	0.2		0.2					0.4			0.2	
[12.0, 13.0)	0.2		0.4			0.2				0.2		
[13.0, 14.0)				0.5				0.16666666666666666			0.3333333333333333	
[14.0, 15.0)	0.16666666666666666			0.3333333333333333					0.5			
[15.0, 16.0)		0.2857142857142857					0.42857142857142855				0.2857142857142857	
[16.0, 17.0)			0.42857142857142855			0.2857142857142857				0.2857142857142857		
[17.0, 18.0)			0.5555555555555556			0.2222222222222222				0.2222222222222222		
[18.0, 19.0)			0.3333333333333333			0.2222222222222222				0.4444444444444444		
[19.0, 20.0)	0.2222222222222222		0.3333333333333333			0.2222222222222222				0.2222222222222222		
[20.0, 21.0)					1.0							
[21.0, 22.0)			1.0									
[22.0, 23.0)								1.0				
[23.0, 24.0)	1.0											
[24.0, 25.0)	0.14285714285714285		0.14285714285714285				0.14285714285714285			0.5714285714285714		
[25.0, 26.0)	0.16666666666666666	0.16666666666666666	0.16666666666666666				0.16666666666666666			0.3333333333333333		
[26.0, 27.0)	0.1666944490748458	0.16652775462577096	0.1666944490748458				0.1666944490748458			0.3333888981496916		
[27.0, 28.0)	0.16669444907484582	0.11101850308384732	0.22220370061676947				0.16669444907484582			0.33338889814969164		
[28.0, 29.0)	0.16666666666666666		0.16666666666666666	0.08333333333333333	0.08333333333333333	0.0	0.16666666666666666			0.3333333333333333		
[29.0, 30.0)				1.0								
[30.0, 31.0)				1.0								
[31.0, 32.0)			1.0									
[32.0, 33.0)	0.14285714285714285		0.14285714285714285				0.14285714285714285			0.5714285714285714		
[33.0, 34.0)	0.14285714285714285	0.2857142857142857	0.14285714285714285				0.14285714285714285			0.2857142857142857		
[34.0, 35.0)	0.14289797084881395	0.2855101457559303	0.14289797084881395				0.14289797084881395			0.2857959416976279		
[35.0, 36.0)	0.14289797084881395	0.1903400971706202	0.23806801943412403				0.14289797084881395			0.2857959416976279		
[36.0, 37.0)				0.5				0.5	0.0			
[37.0, 38.0)							1.0					
[38.0, 39.0)							1.0					
[39.0, 40.0)										1.0		
[40.0, 41.0)			0.36363636363636365		0.18181818181818182			0.18181818181818182		0.09090909090909091	0.18181818181818182	
[41.0, 42.0)			0.3333333333333333		0.16666666666666666			0.16666666666666666		0.08333333333333333	0.25	
[42.0, 43.0)			0.3333333333333333		0.16666666666666666			0.25		0.08333333333333333	0.16666666666666666	
[43.0, 44.0)			0.3333888981496916	0.055509251541923654	0.22220370061676945	0.055509251541923654		0.1666944490748458			0.1666944490748458	
[44.0, 45.0)			0.3333333333333333		0.16666666666666666			0.16666666666666666				0.3333333333333333
[45.0, 46.0)			0.3333333333333333		0.16666666666666666			0.16666666666666666				0.3333333333333333
[46.0, 47.0)			0.25		0.25			0.16666666666666666				0.3333333333333333
[47.0, 48.0)			0.16666666666666666		0.16666666666666666	0.08333333333333333		0.25				0.3333333333333333
[48.0, 49.0)		0.18181818181818182		0.36363636363636365				0.18181818181818182		0.09090909090909091	0.18181818181818182	
[49.0, 50.0)		0.16666666666666666		0.3333333333333333				0.16666666666666666		0.08333333333333333	0.25	
[50.0, 51.0)		0.16666666666666666		0.3333333333333333				0.25		0.08333333333333333	0.16666666666666666	
