slice	0	1	2	3	4	5	6	7	8	9	10	11
[0.0, 1.0)		0.25					0.25		0.5			
[1.0, 2.0)				0.5	0.25		0.25					
[2.0, 3.0)		0.25					0.25		0.5			
[3.0, 4.0)				0.5	0.25		0.25					
[4.0, 5.0)		0.25		0.25					0.5			
[5.0, 6.0)				0.25			0.25		0.5			
[6.0, 7.0)		0.5								0.25		0.25
[7.0, 8.0)				0.25	0.25		0.25		0.25			
[8.0, 9.0)		0.25		0.25					0.5			
[9.0, 10.0)				0.25			0.25		0.5			
[10.0, 11.0)		0.5								0.25		0.25
[11.0, 12.0)				0.25	0.25		0.25		0.25			
[12.0, 13.0)		0.5			0.5							
[13.0, 14.0)		0.25		0.25								0.5
[14.0, 15.0)		0.5								0.5		
[15.0, 16.0)									0.5	0.25		0.25
[16.0, 17.0)		0.25					0.375			0.375		
[17.0, 18.0)		0.6					0.3			0.1		
[18.0, 19.0)				0.25			0.25					0.5
[19.0, 20.0)				0.2			0.5					0.3
[20.0, 21.0)		0.25					0.375			0.375		
[21.0, 22.0)		0.6					0.3			0.1		
[22.0, 23.0)				0.25			0.25					0.5
[23.0, 24.0)				0.2			0.5					0.3
[24.0, 25.0)					0.42857142857142855				0.35714285714285715			0.21428571428571427
[25.0, 26.0)				0.42857142857142855			0.35714285714285715					0.21428571428571427
[26.0, 27.0)		0.42857142857142855			0.35714285714285715							0.21428571428571427
[27.0, 28.0)				0.35714285714285715								0.6428571428571429
[28.0, 29.0)		0.35714285714285715			0.21428571428571427					0.42857142857142855		
[29.0, 30.0)					0.21428571428571427				0.42857142857142855			0.35714285714285715
[30.0, 31.0)					0.21428571428571427		0.42857142857142855			0.35714285714285715		
[31.0, 32.0)					0.6428571428571429				0.35714285714285715			
[32.0, 33.0)					0.3125				0.3125			0.375
[33.0, 34.0)				0.3125			0.3125					0.375
[34.0, 35.0)		0.3125			0.3125							0.375
[35.0, 36.0)				0.3125								0.6875
[36.0, 37.0)		0.3125			0.375					0.3125		
[37.0, 38.0)					0.375				0.3125			0.3125
[38.0, 39.0)					0.375		0.3125			0.3125		
[39.0, 40.0)					0.6875				0.3125			
[40.0, 41.0)				0.6			0.2			0.2		
[41.0, 42.0)		0.6					0.2			0.2		
[42.0, 43.0)	0.6						0.2			0.2		
[43.0, 44.0)		0.6			0.2				0.2			
[44.0, 45.0)			0.6				0.2			0.2		
[45.0, 46.0)		0.6					0.2			0.2		
[46.0, 47.0)	0.6						0.2			0.2		
[47.0, 48.0)		0.6			0.2				0.2			
[48.0, 49.0)				0.2				0.2			0.6	
[49.0, 50.0)				0.2			0.2					0.6
[50.0, 51.0)		0.4166666666666667				0.4166666666666667			0.16666666666666666			
[51.0, 52.0)		0.08333333333333333			0.4166666666666667					0.5		
[52.0, 53.0)		0.4166666666666667				0.4166666666666667			0.16666666666666666			
[53.0, 54.0)		0.08333333333333333			0.4166666666666667					0.5		
[54.0, 55.0)				0.4166666666666667				0.4166666666666667			0.16666666666666666	
[55.0, 56.0)				0.08333333333333333			0.4166666666666667					0.5
[56.0, 57.0)	0.16666666666666666					0.4166666666666667				0.4166666666666667		
[57.0, 58.0)		0.5				0.08333333333333333			0.4166666666666667			
[58.0, 59.0)			0.16666666666666666					0.4166666666666667				0.4166666666666667
[59.0, 60.0)				0.5				0.08333333333333333			0.4166666666666667	
[60.0, 61.0)			0.4166666666666667			0.16666666666666666					0.4166666666666667	
[61.0, 62.0)		0.4166666666666667					0.5				0.08333333333333333	
[62.0, 63.0)			0.4166666666666667			0.16666666666666666					0.4166666666666667	
[63.0, 64.0)		0.4166666666666667					0.5				0.08333333333333333	
[64.0, 65.0)			0.4166666666666667			0.16666666666666666					0.4166666666666667	
[65.0, 66.0)				0.625				0.25			0.125	
[66.0, 67.0)		0.5				0.3			0.2			
[67.0, 68.0)		0.08333333333333333			0.25			0.3333333333333333		0.3333333333333333		
[68.0, 69.0)		0.5				0.3			0.2			
[69.0, 70.0)		0.08333333333333333			0.25			0.3333333333333333		0.3333333333333333		
[70.0, 71.0)				0.5				0.3			0.2	
[71.0, 72.0)				0.08333333333333333			0.25			0.3333333333333333		0.3333333333333333
[72.0, 73.0)	0.2					0.5				0.3		
[73.0, 74.0)		0.3333333333333333				0.08333333333333333			0.25			0.3333333333333333
[74.0, 75.0)			0.2					0.5				0.3
[75.0, 76.0)		0.3333333333333333		0.3333333333333333				0.08333333333333333			0.25	
[76.0, 77.0)			0.3			0.2					0.5	
[77.0, 78.0)		0.25			0.3333333333333333		0.3333333333333333				0.08333333333333333	
[78.0, 79.0)			0.3			0.2					0.5	
[79.0, 80.0)		0.25			0.3333333333333333		0.3333333333333333				0.08333333333333333	
[80.0, 81.0)			0.3			0.2					0.5	
[81.0, 82.0)		0.16666666666666666		0.4166666666666667				0.16666666666666666			0.25	
[82.0, 83.0)		0.25			0.2		0.25			0.3		
[83.0, 84.0)		0.2		0.25					0.3			0.25
[84.0, 85.0)		0.25		0.3			0.25			0.2		
[85.0, 86.0)				0.25			0.2		0.25			0.3
[86.0, 87.0)		0.25			0.2		0.25			0.3		
[87.0, 88.0)		0.2		0.25					0.3			0.25
[88.0, 89.0)		0.25		0.3			0.25			0.2		
[89.0, 90.0)				0.3125					0.5625			0.125
[90.0, 91.0)		0.25			0.125		0.25			0.375		
[91.0, 92.0)		0.16666666666666666		0.25					0.3333333333333333			0.25
[92.0, 93.0)		0.25		0.375			0.25			0.125		
[93.0, 94.0)				0.25			0.16666666666666666		0.25			0.3333333333333333
[94.0, 95.0)		0.25			0.125		0.25			0.375		
[95.0, 96.0)		0.16666666666666666		0.25					0.3333333333333333			0.25
[96.0, 97.0)		0.25		0.375			0.25			0.125		
[97.0, 98.0)				0.25			0.16666666666666666		0.25			0.3333333333333333
[98.0, 99.0)		0.25		0.25			0.3333333333333333		0.08333333333333333	0.08333333333333333		
[99.0, 100.0)		0.08333333333333333		0.08333333333333333			0.3333333333333333		0.25	0.25		
[100.0, 101.0)		0.25		0.25			0.3333333333333333		0.08333333333333333	0.08333333333333333		
[101.0, 102.0)		0.08333333333333333		0.08333333333333333			0.3333333333333333		0.25	0.25		
[102.0, 103.0)		0.375		0.125					0.125	0.375		
[103.0, 104.0)		0.125		0.375					0.375	0.125		
[104.0, 105.0)		0.375		0.125					0.125	0.375		
[105.0, 106.0)		0.125		0.375					0.375	0.125		
[106.0, 107.0)		0.25		0.25			0.3333333333333333		0.08333333333333333	0.08333333333333333		
[107.0, 108.0)		0.08333333333333333		0.08333333333333333			0.3333333333333333		0.25	0.25		
[108.0, 109.0)		0.25		0.25			0.3333333333333333		0.08333333333333333	0.08333333333333333		
[109.0, 110.0)		0.08333333333333333		0.08333333333333333			0.3333333333333333		0.25	0.25		
[110.0, 111.0)		0.375		0.125					0.125	0.375		
[111.0, 112.0)		0.125		0.375					0.375	0.125		
[112.0, 113.0)		0.25		0.25			0.3333333333333333		0.08333333333333333	0.08333333333333333		
[113.0, 114.0)		0.08333333333333333		0.08333333333333333			0.3333333333333333		0.25	0.25		
[114.0, 115.0)		0.375		0.125					0.125	0.375		
[115.0, 116.0)		0.125		0.375					0.375	0.125		
[116.0, 117.0)		0.25		0.25			0.3333333333333333		0.08333333333333333	0.08333333333333333		
[117.0, 118.0)		0.08333333333333333		0.08333333333333333			0.3333333333333333		0.25	0.25		
[118.0, 119.0)		0.375		0.125					0.125	0.375		
[119.0, 120.0)		0.125		0.375					0.375	0.125		
[120.0, 121.0)		0.125		0.375					0.375			0.125
[121.0, 122.0)		0.125		0.375					0.375			0.125
[122.0, 123.0)		0.5833333333333334					0.08333333333333333		0.16666666666666666			0.16666666666666666
[123.0, 124.0)				0.16666666666666666	0.08333333333333333		0.08333333333333333		0.5	0.16666666666666666		
[124.0, 125.0)		0.5833333333333334					0.08333333333333333		0.16666666666666666			0.16666666666666666
[125.0, 126.0)				0.16666666666666666	0.08333333333333333		0.08333333333333333		0.5	0.16666666666666666		
[126.0, 127.0)		0.25		0.25					0.5			
[127.0, 128.0)				0.25			0.25		0.5			
[128.0, 129.0)		0.5								0.25		0.25
[129.0, 130.0)				0.25	0.25		0.25		0.25			
[130.0, 131.0)		0.25		0.25					0.5			
[131.0, 132.0)				0.25			0.25		0.5			
[132.0, 133.0)		0.5								0.25		0.25
[133.0, 134.0)				0.25	0.25		0.25		0.25			
[134.0, 135.0)		0.5			0.5							
[135.0, 136.0)		0.25		0.25								0.5
[136.0, 137.0)		0.5								0.5		
[137.0, 138.0)									0.5	0.25		0.25
[138.0, 139.0)			0.25					0.375				0.375
[139.0, 140.0)			0.6					0.3				0.1
[140.0, 141.0)	0.5				0.25			0.25				
[141.0, 142.0)	0.3				0.2			0.5				
[142.0, 143.0)			0.25					0.375				0.375
[143.0, 144.0)			0.6					0.3				0.1
[144.0, 145.0)	0.25					0.25		0.125		0.375		
[145.0, 146.0)	0.6							0.3		0.1		
[146.0, 147.0)			0.25					0.375				0.375
[147.0, 148.0)			0.6					0.3				0.1
[148.0, 149.0)	0.5				0.25			0.25				
[149.0, 150.0)	0.3				0.2			0.5				
[150.0, 151.0)			0.25					0.375				0.375
[151.0, 152.0)			0.6					0.3				0.1
[152.0, 153.0)	0.25					0.25		0.125		0.375		
[153.0, 154.0)	0.6							0.3		0.1		
[154.0, 155.0)	0.4166666666666667					0.3333333333333333		0.08333333333333333		0.16666666666666666		
[155.0, 156.0)	0.4166666666666667					0.3333333333333333		0.16666666666666666		0.08333333333333333		
[156.0, 157.0)	0.4166666666666667					0.3333333333333333		0.08333333333333333		0.16666666666666666		
[157.0, 158.0)	0.4166666666666667					0.3333333333333333		0.16666666666666666		0.08333333333333333		
[158.0, 159.0)	0.4166666666666667					0.3333333333333333		0.08333333333333333		0.16666666666666666		
[159.0, 160.0)	0.4166666666666667					0.3333333333333333		0.16666666666666666		0.08333333333333333		
[160.0, 161.0)	0.25					0.2		0.45		0.1		
[161.0, 162.0)	0.25					0.2		0.5		0.05		
[162.0, 163.0)	0.0625					0.75		0.0625		0.125		
[163.0, 164.0)	0.0625					0.75		0.125		0.0625		
[164.0, 165.0)	0.25				0.4	0.2		0.05		0.1		
[165.0, 166.0)	0.25				0.4	0.2		0.1		0.05		
[166.0, 167.0)	0.0625				0.5	0.25		0.0625		0.125		
[167.0, 168.0)	0.0625				0.5	0.25		0.125		0.0625		
[168.0, 169.0)	0.07142857142857142			0.5		0.2857142857142857				0.14285714285714285		
[169.0, 170.0)	0.08333333333333333			0.3333333333333333		0.3333333333333333		0.25				
[170.0, 171.0)	0.14285714285714285					0.35714285714285715				0.5		
[171.0, 172.0)	0.16666666666666666					0.5833333333333334				0.25		
[172.0, 173.0)	0.2777777777777778				0.3888888888888889	0.2222222222222222				0.1111111111111111		
[173.0, 174.0)	0.25				0.5	0.2				0.05		
[174.0, 175.0)	0.0625				0.5625	0.25				0.125		
[175.0, 176.0)	0.0625				0.625	0.25				0.0625		
[176.0, 177.0)	0.07142857142857142			0.5		0.2857142857142857				0.14285714285714285		
[177.0, 178.0)	0.08333333333333333			0.3333333333333333		0.3333333333333333		0.25				
[178.0, 179.0)	0.07704728950403691			0.2306805074971165			0.07704728950403691		0.2306805074971165		0.3845444059976932	
[179.0, 180.0)	0.09090909090909091			0.18181818181818182			0.09090909090909091		0.18181818181818182		0.45454545454545453	
[180.0, 181.0)			0.1		0.2	0.4			0.1			0.2
[181.0, 182.0)			0.06677329068372652		0.19992003198720512	0.4666133546581368			0.06677329068372652			0.19992003198720512
[182.0, 183.0)	0.07704728950403691			0.2306805074971165			0.07704728950403691		0.2306805074971165		0.3845444059976932	
[183.0, 184.0)	0.09090909090909091			0.18181818181818182			0.09090909090909091		0.18181818181818182		0.45454545454545453	
[184.0, 185.0)			0.1		0.2	0.4			0.1			0.2
[185.0, 186.0)			0.09090909090909091		0.18181818181818182	0.45454545454545453			0.09090909090909091			0.18181818181818182
[186.0, 187.0)			0.07704728950403691		0.2306805074971165	0.3845444059976932			0.07704728950403691			0.2306805074971165
[187.0, 188.0)			0.1		0.2	0.4			0.1			0.2
[188.0, 189.0)			0.07704728950403691		0.2306805074971165	0.3845444059976932			0.07704728950403691			0.2306805074971165
[189.0, 190.0)			0.09090909090909091		0.18181818181818182	0.45454545454545453			0.09090909090909091			0.18181818181818182
[190.0, 191.0)			0.2222222222222222			0.05555555555555555		0.2222222222222222		0.3888888888888889		0.1111111111111111
[191.0, 192.0)			0.2			0.05		0.2		0.5		0.05
[192.0, 193.0)					0.07142857142857142			0.7857142857142857				0.14285714285714285
[193.0, 194.0)					0.0625			0.875				0.0625
[194.0, 195.0)				0.07142857142857142			0.5	0.2857142857142857				0.14285714285714285
[195.0, 196.0)			0.0625				0.625	0.25				0.0625
[196.0, 197.0)				0.0625			0.5625	0.25				0.125
[197.0, 198.0)			0.0625				0.625	0.25				0.0625
[198.0, 199.0)			0.2777777777777778			0.3888888888888889		0.2222222222222222				0.1111111111111111
[199.0, 200.0)			0.3125			0.1875		0.25		0.1875		0.0625
[200.0, 201.0)			0.3333333333333333			0.05555555555555555		0.2222222222222222				0.3888888888888889
[201.0, 202.0)			0.3125					0.5				0.1875
[202.0, 203.0)				0.07142857142857142			0.5	0.2857142857142857				0.14285714285714285
[203.0, 204.0)			0.0625				0.625	0.25				0.0625
[204.0, 205.0)				0.0625			0.5625	0.25				0.125
[205.0, 206.0)			0.0625				0.625	0.25				0.0625
[206.0, 207.0)			0.08333333333333333			0.4166666666666667		0.3333333333333333				0.16666666666666666
[207.0, 208.0)			0.08333333333333333			0.25		0.3333333333333333		0.25		0.08333333333333333
[208.0, 209.0)	0.35		0.15			0.4				0.1		
[209.0, 210.0)	0.20833333333333334		0.20833333333333334			0.375				0.20833333333333334		
[210.0, 211.0)	0.08333333333333333		0.08333333333333333			0.4166666666666667				0.4166666666666667		
[211.0, 212.0)	0.25		0.08333333333333333			0.4166666666666667				0.25		
[212.0, 213.0)	0.15				0.55	0.15				0.15		
[213.0, 214.0)	0.20833333333333334				0.375	0.20833333333333334				0.20833333333333334		
[214.0, 215.0)	0.38461538461538464				0.46153846153846156	0.07692307692307693				0.07692307692307693		
[215.0, 216.0)	0.3333333333333333				0.5833333333333334	0.08333333333333333						
[216.0, 217.0)	0.1		0.4			0.05		0.3		0.15		
[217.0, 218.0)	0.2		0.36			0.04		0.16		0.24		
[218.0, 219.0)	0.07692307692307693		0.3076923076923077		0.46153846153846156	0.07692307692307693				0.07692307692307693		
[219.0, 220.0)	0.07692307692307693		0.38461538461538464		0.15384615384615385	0.07692307692307693		0.15384615384615385		0.15384615384615385		
[220.0, 221.0)	0.1		0.4			0.05		0.3		0.15		
[221.0, 222.0)	0.2		0.36			0.04		0.16		0.24		
[222.0, 223.0)	0.07692307692307693		0.3076923076923077		0.46153846153846156	0.07692307692307693				0.07692307692307693		
[223.0, 224.0)	0.07692307692307693		0.38461538461538464		0.15384615384615385	0.07692307692307693		0.15384615384615385		0.15384615384615385		
[224.0, 225.0)	0.1		0.4			0.05		0.3		0.15		
[225.0, 226.0)	0.2		0.36			0.04		0.16		0.24		
[226.0, 227.0)			0.4		0.2	0.05		0.3				0.05
[227.0, 228.0)			0.4		0.15	0.05		0.35				0.05
[228.0, 229.0)	0.6965280754393485		0.053579082726103726		0.12494642091727388	0.07136733819117017		0.053579082726103726				
[229.0, 230.0)	0.45		0.05		0.25			0.25				
[230.0, 231.0)	0.06819421713038734		0.06819421713038734		0.15902891434806327			0.15902891434806327				0.5455537370430987
[231.0, 232.0)	0.05		0.05		0.25			0.25				0.4
[232.0, 233.0)	0.2678954136305186		0.053579082726103726		0.12494642091727388			0.12494642091727388				0.4286326618088298
[233.0, 234.0)	0.05		0.05		0.25			0.25				0.4
[234.0, 235.0)	0.06819421713038734		0.06819421713038734		0.15902891434806327			0.15902891434806327			0.5455537370430987	
[235.0, 236.0)	0.05		0.25		0.25			0.25			0.2	
[236.0, 237.0)	0.2678954136305186		0.053579082726103726		0.5535790827261037			0.12494642091727388				
