slice	0	1	2	3	4	5	6	7	8	9	10
[2.5, 3.5)	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[3.5, 4.5)	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.25
[4.5, 5.5)	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5
[5.5, 6.5)	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[6.5, 7.5)	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[7.5, 8.5)	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[8.5, 9.5)	0.25	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.0	0.75
[9.5, 10.5)	0.0	1.0	0.0	1.0	0.0	0.5	0.0	0.5	0.0	0.0	1.0
[10.5, 11.5)	0.5	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5
[11.5, 12.5)	0.75	0.5	0.0	1.0	0.0	1.0	0.0	0.0	0.5	0.0	0.25
[12.5, 13.5)	1.0	0.0	0.0	1.5	0.0	0.25	0.0	0.25	1.0	0.0	0.0
[13.5, 14.5)	0.5	0.0	0.0	1.5	0.0	0.0	0.0	0.0	1.5	0.0	0.0
[14.5, 15.5)	1.5	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0
[15.5, 16.5)	1.25	0.5	0.0	0.75	0.0	1.0	0.0	0.5	0.0	0.0	1.5
[16.5, 17.5)	0.5	0.5	0.0	0.5	0.0	0.0	1.5	0.0	2.0	0.0	1.0
[17.5, 18.5)	1.5	1.5	0.0	0.5	0.0	1.0	0.0	0.5	0.5	0.0	0.0
[18.5, 19.5)	1.25	0.5	0.0	0.75	0.0	1.0	0.0	0.5	0.0	0.0	1.5
[19.5, 20.5)	0.0	1.5	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	2.5
[20.5, 21.5)	1.0	0.5	0.0	1.5	0.0	1.0	0.0	0.0	2.25	0.0	0.5
[21.5, 22.5)	1.75	0.25	0.0	1.667	0.5	0.167	0.0	0.167	2.5	0.0	0.0
[22.5, 23.5)	0.5	0.5	0.0	0.5	0.5	0.5	0.0	0.0	2.0	0.0	0.5
[23.5, 24.5)	0.5	0.5	0.0	1.0	0.0	0.75	0.0	0.25	1.0	0.0	0.5
[24.5, 25.5)	1.417	0.25	0.0	2.0	0.0	0.0	0.0	0.0	1.167	0.0	0.167
[25.5, 26.5)	0.5	1.5	0.0	1.0	0.0	0.75	0.0	0.0	1.5	0.0	0.75
[26.5, 27.5)	0.5	1.5	0.0	1.25	0.0	0.5	0.0	0.0	1.0	0.0	1.25
[27.5, 28.5)	1.417	0.25	0.0	2.0	0.0	0.0	0.0	0.0	1.167	0.0	0.167
[28.5, 29.5)	1.0	0.25	0.0	2.5	0.0	0.25	0.0	0.0	1.0	0.0	0.0
[29.5, 30.5)	0.5	0.5	0.0	1.5	0.0	0.25	0.0	1.25	1.0	0.0	2.0
[30.5, 31.5)	0.41700000000000004	1.167	0.0	0.0	0.0	0.5	0.0	1.5	1.0	0.0	3.417
[31.5, 32.5)	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.5	1.5	0.0	3.0
[32.5, 33.5)	0.0	1.0	0.0	0.75	0.0	0.75	0.0	1.5	1.0	0.0	3.0
[33.5, 34.5)	0.41700000000000004	1.167	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.417
[34.5, 35.5)	1.0	1.0	0.0	0.0	0.0	1.25	0.0	0.5	1.25	0.0	2.0
[35.5, 36.5)	1.5	1.25	0.0	0.75	0.0	0.0	0.0	0.0	0.5	0.0	0.5
[36.5, 37.5)	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.41700000000000004	0.41700000000000004	0.0	0.167
[37.5, 38.5)	0.0	1.25	0.0	1.5	0.0	0.75	0.0	0.0	0.5	0.0	0.0
[38.5, 39.5)	0.75	0.5	0.0	1.0	0.0	0.5	0.0	0.0	2.0	0.0	0.25
[39.5, 40.5)	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
[40.5, 41.5)	0.5	0.5	0.0	0.625	0.0	0.625	0.0	0.0	2.0	0.0	0.25
[41.5, 42.5)	0.5	0.5	0.0	0.708	0.0	1.0	0.0	0.0	1.166	0.0	0.0
[42.5, 43.5)	1.125	0.0	0.0	1.125	0.0	0.125	0.0	0.5	1.0	0.0	0.125
[43.5, 44.5)	0.5	0.5	0.0	0.625	0.0	0.625	0.0	0.5	1.0	0.0	0.25
[44.5, 45.5)	0.5	0.5	0.0	0.708	0.0	1.0	0.0	0.0	1.166	0.0	0.0
[45.5, 46.5)	1.125	0.0	0.0	1.125	0.0	0.125	0.0	0.5	1.0	0.0	0.125
[46.5, 47.5)	1.0	0.0	0.0	0.5	0.0	1.0	0.0	0.5	1.0	0.0	0.5
[47.5, 48.5)	0.625	0.0	0.5	0.125	0.0	0.625	0.0	0.5	1.0	0.0	1.625
[48.5, 49.5)	0.0	0.0	0.5	1.0	0.0	0.0	0.0	1.0	0.5	0.0	2.0
[49.5, 50.5)	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
[50.5, 51.5)	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
[51.5, 52.5)	0.25	0.125	0.0	0.25	0.0	0.125	0.0	0.0	0.0	0.0	0.25
[52.5, 53.5)	0.25	0.25	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[53.5, 54.5)	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[54.5, 55.5)	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0
[55.5, 56.5)	0.5	0.0	0.0	0.0	0.0	1.5	0.5	0.0	0.0	0.0	0.5
[56.5, 57.5)	1.125	0.0	0.0	1.125	0.0	0.125	1.0	0.0	0.0	0.0	1.125
[57.5, 58.5)	0.5	1.625	0.0	0.125	0.0	0.0	1.0	0.0	0.125	0.0	1.125
[58.5, 59.5)	1.125	0.625	0.0	0.5	0.0	0.0	1.125	0.0	0.125	0.0	1.0
[59.5, 60.5)	0.125	0.0	0.0	1.0	0.0	0.125	1.125	0.0	0.0	0.0	1.625
[60.5, 61.5)	0.0	0.5	0.0	0.5	0.0	0.0	1.125	0.0	0.25	0.0	1.625
[61.5, 62.5)	0.625	0.625	0.0	0.125	0.0	1.0	1.0	0.0	0.5	0.0	1.125
[62.5, 63.5)	0.625	0.5	0.0	1.125	0.0	0.125	1.0	0.0	1.0	0.5	0.625
[63.5, 64.5)	0.0	1.125	0.0	0.625	0.0	0.0	1.5	0.0	1.125	1.125	0.0
[64.5, 65.5)	0.625	0.625	0.0	1.0	0.0	0.125	0.625	0.0	1.0	0.5	1.5
[65.5, 66.5)	0.5	0.5	0.0	0.625	0.0	0.625	0.5	0.0	1.625	0.0	2.125
[66.5, 67.5)	0.0	0.5	0.0	0.625	0.0	0.625	0.5	0.0	2.125	0.0	1.625
[67.5, 68.5)	0.0	0.0	0.5	1.125	0.0	1.0	0.5	0.0	1.25	0.0	2.125
[68.5, 69.5)	0.0	0.0	1.0	1.0	0.0	1.5	0.0	0.0	0.0	0.0	3.5
[69.5, 70.5)	0.0	0.0	1.0	0.5	0.0	2.5	0.0	0.0	0.0	0.0	2.0
[70.5, 71.5)	0.41700000000000004	0.0	0.667	0.667	0.0	1.5	0.0	0.5	0.0	0.0	1.25
[71.5, 72.5)	0.0	0.0	0.0	1.25	0.0	1.5	0.0	1.0	0.0	0.0	1.25
[72.5, 73.5)	0.5	0.0	0.0	1.25	0.0	1.0	0.0	1.0	0.0	0.0	1.25
[73.5, 74.5)	0.0	0.0	0.5	0.5	0.0	2.5	0.0	0.5	0.0	0.0	2.25
[74.5, 75.5)	0.0	0.0	1.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	3.5
[75.5, 76.5)	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
[76.5, 77.5)	0.25	0.0	0.667	0.667	0.0	1.667	0.0	0.5	0.0	0.0	1.25
[77.5, 78.5)	0.0	0.0	0.0	1.25	0.0	1.5	0.0	1.0	0.0	0.0	1.25
[78.5, 79.5)	0.25	0.0	0.5	0.75	0.0	1.25	0.0	0.5	0.0	0.0	1.0
[79.5, 80.5)	0.75	0.0	0.667	0.667	0.0	0.667	0.0	0.0	0.0	1.0	1.25
[80.5, 81.5)	1.0	0.0	0.0	1.25	0.0	0.5	0.0	1.0	0.0	1.0	1.25
[81.5, 82.5)	1.0	0.0	1.0	1.25	0.0	0.0	0.0	1.5	0.0	0.0	0.75
[82.5, 83.5)	1.25	0.0	1.0	1.25	0.0	0.25	0.0	1.0	0.0	0.0	0.25
[83.5, 84.5)	1.5	0.0	0.0	1.25	0.0	0.5	0.0	0.5	0.0	1.0	0.75
[84.5, 85.5)	1.5	0.0	0.0	1.25	0.0	0.0	0.0	1.0	0.0	1.0	1.25
[85.5, 86.5)	1.0	0.0	0.5	0.75	0.5	0.0	0.0	2.0	0.0	0.0	1.25
[86.5, 87.5)	2.0	0.0	0.5	0.0	2.375	0.0	0.0	1.125	0.0	1.0	1.0
[87.5, 88.5)	3.333	0.0	0.083	0.0	3.333	0.0	0.0	1.0	0.0	2.0	1.0
[88.5, 89.5)	3.25	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.25	1.0
[89.5, 90.5)	3.333	0.0	0.083	0.0	3.083	0.0	0.0	1.0	0.0	2.25	1.0
[90.5, 91.5)	1.75	0.0	0.25	0.0	1.75	0.0	0.0	0.5	0.0	1.0	0.5
[91.5, 92.5)	1.0	0.0	0.25	0.5	0.25	0.5	0.0	0.5	0.0	0.5	0.0
[92.5, 93.5)	1.125	0.0	1.0	1.0	0.0	2.0	0.0	0.5	0.0	2.375	0.0
[93.5, 94.5)	1.0	0.0	2.0	1.0	0.0	3.333	0.0	0.083	0.0	3.333	0.0
[94.5, 95.5)	1.0	0.0	2.25	1.0	0.0	3.25	0.0	0.0	0.0	3.0	0.0
[95.5, 96.5)	1.0	0.0	2.25	1.0	0.0	3.333	0.0	0.083	0.0	3.083	0.0
[96.5, 97.5)	0.5	0.0	1.0	0.5	0.0	1.75	0.0	0.25	0.0	1.75	0.0
[97.5, 98.5)	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.25	0.0	0.25	1.0
[98.5, 99.5)	0.0	0.0	1.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.5
[99.5, 100.5)	0.0	0.0	1.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	1.5
