slice	0	1	2	3	4	5	6	7	8	9	10	11
[0.0, 1.0)	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
[1.0, 2.0)	0.25	0.25	0.25	0.25	0.5	0.0	0.25	0.25	0.25	0.25	0.0	0.0
[2.0, 3.0)	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
[3.0, 4.0)	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
[4.0, 5.0)	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
[5.0, 6.0)	0.25	0.0	0.0	0.25	0.25	0.75	0.25	0.0	0.25	0.25	0.0	0.25
[6.0, 7.0)	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
[7.0, 8.0)	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
[8.0, 9.0)	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.5	0.5	0.0	0.0	1.0
[9.0, 10.0)	0.75	0.5	0.0	0.0	0.0	0.0	0.75	0.0	0.75	0.0	0.25	0.0
[10.0, 11.0)	0.5	0.0	0.5	0.5	0.0	0.0	1.0	0.0	0.5	0.0	0.0	0.0
[11.0, 12.0)	0.0	0.75	0.0	0.75	0.0	0.25	0.0	0.75	0.0	0.5	0.0	0.0
[12.0, 13.0)	1.0	0.0	0.25	0.25	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
[13.0, 14.0)	0.25	0.25	0.5	0.25	0.25	0.25	0.5	0.0	2.5	0.0	0.5	0.25
[14.0, 15.0)	1.0	0.0	0.25	0.25	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
[15.0, 16.0)	0.25	0.25	0.5	0.25	0.25	0.25	0.5	0.0	2.5	0.0	0.5	0.25
[16.0, 17.0)	0.0	0.5	0.0	0.5	0.0	0.5	0.0	0.5	0.0	0.0	0.5	0.0
[17.0, 18.0)	0.0	0.5	0.5	0.5	0.0	1.0	0.0	1.0	0.0	0.5	0.5	0.5
[18.0, 19.0)	0.75	0.0	0.75	0.25	0.0	1.0	0.25	0.25	0.75	0.0	0.75	0.5
[19.0, 20.0)	0.25	0.75	0.25	0.75	0.5	0.25	0.5	0.5	0.5	0.5	0.5	0.25
[20.0, 21.0)	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.75	0.0
[21.0, 22.0)	1.5	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0
[22.0, 23.0)	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[23.0, 24.0)	1.0	0.0	1.0	0.0	2.25	0.0	0.75	0.0	1.5	0.0	0.0	0.0
[24.0, 25.0)	0.0	0.0	0.0	0.0	0.75	0.0	1.5	0.0	0.0	0.0	0.75	0.0
