slice	0	1	2	3	4	5	6	7	8	9	10	11
[0.0, 1.0)		0.4						0.2		0.2	0.2	
[1.0, 2.0)		0.6666666666666666				0.3333333333333333						
[2.0, 3.0)		0.5						0.16666666666666666		0.16666666666666666	0.16666666666666666	
[3.0, 4.0)		0.4						0.2		0.2		0.2
[4.0, 5.0)		0.6666666666666666					0.3333333333333333					
[5.0, 6.0)		0.5						0.16666666666666666		0.16666666666666666		0.16666666666666666
[6.0, 7.0)		1.0										
[7.0, 8.0)		0.5								0.5		
[8.0, 9.0)		0.14285714285714285					0.14285714285714285	0.14285714285714285		0.42857142857142855		0.14285714285714285
[9.0, 10.0)		0.14285714285714285					0.14285714285714285	0.14285714285714285		0.42857142857142855		0.14285714285714285
[10.0, 11.0)		0.14285714285714285					0.14285714285714285	0.14285714285714285		0.42857142857142855		0.14285714285714285
[11.0, 12.0)										1.0		
[12.0, 13.0)		0.16666666666666669	0.16666666666666669			0.16666666666666669			0.16666666666666669		0.16666666666666669	0.16666666666666669
[13.0, 14.0)					0.2					0.6	0.2	
[14.0, 15.0)		0.14285714285714285					0.14285714285714285	0.14285714285714285		0.42857142857142855		0.14285714285714285
[15.0, 16.0)		0.14285714285714285					0.14285714285714285	0.14285714285714285		0.42857142857142855		0.14285714285714285
[16.0, 17.0)		0.14285714285714285					0.14285714285714285	0.14285714285714285		0.42857142857142855		0.14285714285714285
[17.0, 18.0)										1.0		
[18.0, 19.0)		0.16666666666666669	0.16666666666666669			0.16666666666666669			0.16666666666666669		0.16666666666666669	0.16666666666666669
[19.0, 20.0)					0.25					0.5	0.25	
[21.0, 22.0)		0.16666666666666666		0.16666666666666666	0.16666666666666666		0.16666666666666666	0.16666666666666666			0.16666666666666666	
[22.0, 23.0)	0.034482758620689655		0.3448275862068966	0.13793103448275862		0.13793103448275862			0.034482758620689655	0.13793103448275862	0.1724137931034483	
[23.0, 24.0)	0.06666666666666667		0.06666666666666667			0.3333333333333333		0.06666666666666667	0.06666666666666667		0.39999999999999997	
[24.0, 25.0)			0.2222222222222222	0.3333333333333333		0.2222222222222222					0.2222222222222222	
[25.0, 26.0)	0.030303030303030304		0.06060606060606061		0.36363636363636365	0.24242424242424243			0.030303030303030304		0.2727272727272727	
[26.0, 27.0)	0.06666666666666667		0.06666666666666667			0.3333333333333333		0.06666666666666667	0.06666666666666667		0.39999999999999997	
[27.0, 28.0)			0.2222222222222222	0.3333333333333333		0.2222222222222222					0.2222222222222222	
[28.0, 29.0)					0.6	0.2					0.2	
[29.0, 30.0)			0.4	0.2	0.4							
[30.0, 31.0)				1.0								
[31.0, 32.0)			0.3333333333333333		0.3333333333333333					0.3333333333333333	0.0	
[32.0, 33.0)				0.375			0.125			0.5		
[33.0, 34.0)		0.05585106382978723		0.05585106382978723			0.05585106382978723	0.05585106382978723		0.7207446808510638	0.05585106382978723	
[34.0, 35.0)				0.3333333333333333						0.6666666666666666	0.0	
[35.0, 36.0)				0.375			0.125			0.5		
[36.0, 37.0)		0.05585106382978723		0.05585106382978723			0.05585106382978723	0.05585106382978723		0.7207446808510638	0.05585106382978723	
[37.0, 38.0)				0.3333333333333333						0.6666666666666666	0.0	
[38.0, 39.0)		0.04191616766467066		0.29141716566866266			0.04191616766467066	0.04191616766467066		0.5409181636726548	0.04191616766467066	
[39.0, 40.0)		0.05585106382978723		0.05585106382978723			0.05585106382978723	0.05585106382978723		0.7207446808510638	0.05585106382978723	
[40.0, 41.0)			0.39999999999999997	0.16666666666666666			0.03333333333333333		0.19999999999999998	0.19999999999999998		
[41.0, 42.0)			0.24444444444444446				0.044444444444444446		0.1111111111111111	0.6000000000000001		
