slice	0	1	2	3	4	5	6	7	8	9	10	11
[1.0, 2.0)		1.0										
[2.0, 3.0)				1.0								
[3.0, 4.0)						0.5	0.5					
[4.0, 5.0)		0.5				0.125			0.125	0.25		
[5.0, 6.0)		0.5				0.3333333333333333				0.16666666666666666		
[6.0, 7.0)		0.25				0.25	0.25		0.25			
[7.0, 8.0)		0.5				0.125			0.125	0.25		
[8.0, 9.0)		0.5				0.16666666666666666			0.16666666666666666	0.16666666666666666		
[9.0, 10.0)						0.5	0.5					
[10.0, 11.0)		0.6666666666666666								0.3333333333333333		
[11.0, 12.0)		0.5				0.3333333333333333				0.16666666666666666		
[12.0, 13.0)		0.25				0.5	0.25					
[13.0, 14.0)		0.75								0.25		
[14.0, 15.0)		0.6666666666666666		0.16666666666666666						0.16666666666666666		
[15.0, 16.0)						0.5	0.5					
[16.0, 17.0)		0.5				0.125			0.125	0.25		
[17.0, 18.0)		0.5				0.3333333333333333				0.16666666666666666		
[18.0, 19.0)		0.25				0.25	0.25		0.25			
[19.0, 20.0)		0.5				0.125			0.125	0.25		
[20.0, 21.0)		0.25					0.375				0.375	
[21.0, 22.0)				0.5				0.5				
[22.0, 23.0)		0.16666666666666666		0.5							0.3333333333333333	
[23.0, 24.0)		0.14285714285714285		0.5714285714285714							0.2857142857142857	
[24.0, 25.0)				0.5				0.5				
[25.0, 26.0)		0.16666666666666666		0.5							0.3333333333333333	
[26.0, 27.0)		0.14285714285714285		0.5714285714285714							0.2857142857142857	
[27.0, 28.0)							0.3333333333333333		0.6666666666666666			
[28.0, 29.0)						0.0625	0.1875		0.25		0.25	0.25
[29.0, 30.0)				0.125		0.0625	0.0625		0.375		0.125	0.25
[30.0, 31.0)				0.3333333333333333			0.3333333333333333					0.3333333333333333
[31.0, 32.0)		0.3333333333333333				0.3333333333333333						0.3333333333333333
[32.0, 33.0)						0.3333333333333333			0.3333333333333333			0.3333333333333333
[33.0, 34.0)		0.1		0.3			0.4					0.2
[34.0, 35.0)				0.2			0.4					0.4
[35.0, 36.0)						0.5						0.5
[36.0, 37.0)				0.5								0.5
[37.0, 38.0)		0.5									0.5	
[38.0, 39.0)									0.5			0.5
[39.0, 40.0)						0.125	0.125		0.375		0.125	0.25
[40.0, 41.0)				0.125			0.25		0.25		0.125	0.25
[41.0, 42.0)				0.125		0.125	0.125		0.375			0.25
[42.0, 43.0)						0.125	0.125		0.25		0.25	0.25
[43.0, 44.0)				0.125			0.125		0.25		0.25	0.25
[44.0, 45.0)				0.125		0.125	0.125		0.375			0.25
[45.0, 46.0)		0.16666666666666666		0.16666666666666666		0.3333333333333333						0.3333333333333333
[46.0, 47.0)						0.6666666666666666						0.3333333333333333
[47.0, 48.0)						0.5		0.25				0.25
[48.0, 49.0)						0.42857142857142855					0.2857142857142857	0.2857142857142857
[49.0, 50.0)		0.25				0.25			0.25			0.25
[50.0, 51.0)		0.5		0.5								
[51.0, 52.0)						0.5	0.5					
[52.0, 53.0)		0.5				0.125			0.125	0.25		
[53.0, 54.0)		0.5				0.3333333333333333				0.16666666666666666		
[54.0, 55.0)		0.25				0.25	0.25		0.25			
[55.0, 56.0)		0.5				0.125			0.125	0.25		
[56.0, 57.0)		0.5				0.16666666666666666			0.16666666666666666	0.16666666666666666		
[57.0, 58.0)						0.5	0.5					
[58.0, 59.0)		0.6666666666666666								0.3333333333333333		
[59.0, 60.0)		0.5				0.3333333333333333				0.16666666666666666		
[60.0, 61.0)		0.25				0.5	0.25					
[61.0, 62.0)		0.75								0.25		
[62.0, 63.0)		0.6666666666666666		0.16666666666666666						0.16666666666666666		
[63.0, 64.0)						0.5	0.5					
[64.0, 65.0)		0.5				0.125			0.125	0.25		
[65.0, 66.0)		0.5				0.3333333333333333				0.16666666666666666		
[66.0, 67.0)		0.25				0.25	0.25		0.25			
[67.0, 68.0)		0.5				0.125			0.125	0.25		
[68.0, 69.0)		0.25					0.375				0.375	
[69.0, 70.0)				0.5				0.5				
[70.0, 71.0)		0.16666666666666666		0.5							0.3333333333333333	
[71.0, 72.0)		0.14285714285714285		0.5714285714285714							0.2857142857142857	
[72.0, 73.0)				0.5				0.5				
[73.0, 74.0)		0.16666666666666666		0.5							0.3333333333333333	
[74.0, 75.0)		0.14285714285714285		0.5714285714285714							0.2857142857142857	
[75.0, 76.0)											0.3333333333333333	0.6666666666666666
[76.0, 77.0)				0.2222222222222222			0.2222222222222222		0.05555555555555555		0.05555555555555555	0.4444444444444444
[77.0, 78.0)				0.2857142857142857			0.42857142857142855					0.2857142857142857
[78.0, 79.0)				0.2727272727272727			0.2727272727272727				0.18181818181818182	0.2727272727272727
[79.0, 80.0)							0.5		0.5			
[80.0, 81.0)									0.5		0.5	
[81.0, 82.0)				0.5			0.5					
[82.0, 83.0)		0.5										0.5
[83.0, 84.0)		0.5		0.5								
[84.0, 85.0)									0.5			0.5
[85.0, 86.0)						0.5	0.5					
[86.0, 87.0)							0.5		0.5			
[87.0, 88.0)		0.5		0.5								
[88.0, 89.0)											0.5	0.5
[89.0, 90.0)		0.5										0.5
[90.0, 91.0)				0.5		0.5						
[91.0, 92.0)											0.5	0.5
