mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	2	1	1/2		1/2	1	1	5	59		4
1	1	0	0	4/4	1	3	1		1	1		2	62		3
1	1	1/4	1/4	4/4	1	2	1/4		1/4	1		3	69		1
1	1	1/4	1/4	4/4	1	1	3/4		1/2	3/2		2	74		0
1	1	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	5	59		5
1	1	1/2	1/2	4/4	1	2	1/2		1/2	1		1	67		2
1	1	5/8	5/8	4/4	2	1	1/8		1/8	1		0	60		6
1	1	3/4	3/4	4/4	2	1	0	grace16	1/16	2/3		5	59		7
1	1	3/4	3/4	4/4	2	1	0	grace16	1/16	2/3		0	60		8
1	1	3/4	3/4	4/4	2	1	1/12		1/8	2/3		5	59		9
1	1	5/6	5/6	4/4	2	1	1/12		1/8	2/3		0	60		10
1	1	11/12	11/12	4/4	2	1	1/12		1/8	2/3		5	59		11
2	2	0	0	4/4	2	1	1/2		1/2	1	1	-2	58		16
2	2	0	0	4/4	1	3	1		1	1		2	62		15
2	2	1/4	1/4	4/4	1	2	1/4		1/4	1		3	69		13
2	2	1/4	1/4	4/4	1	1	3/4		1/2	3/2		2	74		12
2	2	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	-2	58		17
2	2	1/2	1/2	4/4	1	2	1/2		1/2	1		1	67		14
2	2	5/8	5/8	4/4	2	1	1/8		1/8	1		0	60		18
2	2	3/4	3/4	4/4	2	1	0	grace16	1/16	2/3		-2	58		19
2	2	3/4	3/4	4/4	2	1	0	grace16	1/16	2/3		0	60		20
2	2	3/4	3/4	4/4	2	1	1/12		1/8	2/3		-2	58		21
2	2	5/6	5/6	4/4	2	1	1/12		1/8	2/3		3	57		22
2	2	11/12	11/12	4/4	2	1	1/12		1/8	2/3	1	1	55		23
3	3	0	0	4/4	2	1	1/12		1/8	2/3	-1	1	55		25
3	3	0	0	4/4	1	1	1		1	1		2	62		24
3	3	0	0	4/4	1	1	1		1	1		3	69		24
3	3	0	0	4/4	1	1	1		1	1		2	74		24
3	3	1/12	1/12	4/4	2	1	1/12		1/8	2/3		-1	53		26
3	3	1/6	1/6	4/4	2	1	1/12		1/8	2/3		2	50		27
3	3	1/4	1/4	4/4	2	1	1/8		1/8	1		0	48		28
3	3	3/8	3/8	4/4	2	1	1/8		1/8	1		2	50		29
3	3	1/2	1/2	4/4	2	1	1/12		1/8	2/3		3	45		30
3	3	7/12	7/12	4/4	2	1	1/12		1/8	2/3		0	48		31
3	3	2/3	2/3	4/4	2	1	1/12		1/8	2/3	1	2	50		32
3	3	3/4	3/4	4/4	2	1	1/12		1/8	2/3	-1	2	50		33
3	3	5/6	5/6	4/4	2	1	1/12		1/8	2/3		-1	53		34
3	3	11/12	11/12	4/4	2	1	1/12		1/8	2/3		3	57		35
4	4	0	0	4/4	2	1	1/12		1/8	2/3		1	55		37
4	4	0	0	4/4	1	1	3/4		1/2	3/2		3	57		36
4	4	0	0	4/4	1	1	3/4		1/2	3/2		2	62		36
4	4	0	0	4/4	1	1	3/4		1/2	3/2		3	69		36
4	4	1/12	1/12	4/4	2	1	1/12		1/8	2/3		-1	53		38
4	4	1/6	1/6	4/4	2	1	1/12		1/8	2/3		2	50		39
4	4	1/4	1/4	4/4	2	1	1/8		1/8	1		0	48		40
4	4	3/8	3/8	4/4	2	1	1/8		1/8	1	1	2	50		41
4	4	1/2	1/2	4/4	2	1	1/12		1/8	2/3	-1	2	50		42
4	4	7/12	7/12	4/4	2	1	1/12		1/8	2/3		4	52		43
4	4	2/3	2/3	4/4	2	1	0	grace16	1/16	2/3		2	50		44
4	4	2/3	2/3	4/4	2	1	0	grace16	1/16	2/3		4	52		45
4	4	2/3	2/3	4/4	2	1	1/12		1/8	2/3		2	50		46
4	4	3/4	3/4	4/4	2	1	1/12		1/8	2/3		0	48		47
4	4	5/6	5/6	4/4	2	1	1/12		1/8	2/3		3	45		48
4	4	11/12	11/12	4/4	2	1	1/12		1/8	2/3		1	43		49
5	5	0	0	4/4	2	1	1/2		1/2	1		3	45		58
5	5	1/8	1/8	4/4	1	1	1/8		1/8	1		-1	65		50
5	5	1/4	1/4	4/4	1	2	1/4		1/4	1		-1	53		56
5	5	1/4	1/4	4/4	1	2	1/4		1/4	1		0	60		56
5	5	1/4	1/4	4/4	1	1	1/12		1/8	2/3		-1	65		51
5	5	1/3	1/3	4/4	1	1	1/12		1/8	2/3		1	67		52
5	5	5/12	5/12	4/4	1	1	1/12		1/8	2/3		4	64		53
5	5	1/2	1/2	4/4	2	1	1/2		1/2	1		-4	44		59
5	5	5/8	5/8	4/4	1	1	1/8		1/8	1		2	62		54
5	5	3/4	3/4	4/4	1	2	1/4		1/4	1		-1	53		57
5	5	3/4	3/4	4/4	1	2	1/4		1/4	1		-2	58		57
5	5	3/4	3/4	4/4	1	1	1/4		1/4	1		4	64		55
6	6	0	0	4/4	2	1	1/4		1/4	1		1	43		68
6	6	0	0	4/4	1	2	1/4		1/4	1		-1	53		66
6	6	1/8	1/8	4/4	1	1	1/8		1/8	1		5	59		60
6	6	1/8	1/8	4/4	1	1	1/8		1/8	1		2	62		60
6	6	1/4	1/4	4/4	2	1	1/32		1/32	1		6	42		69
6	6	1/4	1/4	4/4	1	2	3/4		1/2	3/2		4	52		67
6	6	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	58		61
6	6	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62		61
6	6	9/32	9/32	4/4	2	1	1/32		1/32	1		3	45		70
6	6	5/16	5/16	4/4	2	1	1/32		1/32	1		-4	44		71
6	6	5/16	5/16	4/4	1	1	1/16		1/16	1	1	0	60		62
6	6	5/16	5/16	4/4	1	1	1/16		1/16	1	1	4	64		62
6	6	11/32	11/32	4/4	2	1	1/32		1/32	1		1	43		72
6	6	3/8	3/8	4/4	2	1	1/8		1/8	1	1	6	42		73
6	6	3/8	3/8	4/4	1	1	1/8		1/8	1	0	0	60		63
6	6	3/8	3/8	4/4	1	1	1/8		1/8	1	0	4	64		63
6	6	1/2	1/2	4/4	2	1	1/4		1/4	1	-1	6	42		74
6	6	1/2	1/2	4/4	1	1	1/4		1/4	1	-1	0	60		64
6	6	1/2	1/2	4/4	1	1	1/4		1/4	1	-1	4	64		64
6	6	3/4	3/4	4/4	2	1	1/8		1/8	1		3	45		75
6	6	3/4	3/4	4/4	1	1	1/4		1/4	1		-2	58		65
6	6	3/4	3/4	4/4	1	1	1/4		1/4	1		2	62		65
6	6	7/8	7/8	4/4	2	1	1/8		1/8	1		-4	44		76
7	7	0	0	4/4	2	1	1/4		1/4	1		1	43		85
7	7	0	0	4/4	1	2	1/4		1/4	1		-1	53		83
7	7	1/8	1/8	4/4	1	1	1/8		1/8	1		5	59		77
7	7	1/8	1/8	4/4	1	1	1/8		1/8	1		2	62		77
7	7	1/4	1/4	4/4	2	1	1/32		1/32	1		6	42		86
7	7	1/4	1/4	4/4	1	2	3/4		1/2	3/2		4	52		84
7	7	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	58		78
7	7	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62		78
7	7	9/32	9/32	4/4	2	1	1/32		1/32	1		3	45		87
7	7	5/16	5/16	4/4	2	1	1/32		1/32	1		-4	44		88
7	7	5/16	5/16	4/4	1	1	1/16		1/16	1	1	0	60		79
7	7	5/16	5/16	4/4	1	1	1/16		1/16	1	1	4	64		79
7	7	11/32	11/32	4/4	2	1	1/32		1/32	1		1	43		89
7	7	3/8	3/8	4/4	2	1	1/8		1/8	1	1	6	42		90
7	7	3/8	3/8	4/4	1	1	1/8		1/8	1	0	0	60		80
7	7	3/8	3/8	4/4	1	1	1/8		1/8	1	0	4	64		80
7	7	1/2	1/2	4/4	2	1	1/4		1/4	1	-1	6	42		91
7	7	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	0	60		81
7	7	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	4	64		81
7	7	5/8	5/8	4/4	1	1	3/8		1/4	3/2		-2	58		82
7	7	5/8	5/8	4/4	1	1	3/8		1/4	3/2		2	62		82
7	7	3/4	3/4	4/4	2	1	1/8		1/8	1		3	45		92
7	7	7/8	7/8	4/4	2	1	1/8		1/8	1	1	1	43		93
8	8	0	0	4/4	2	1	1/8		1/8	1	-1	1	43		95
8	8	0	0	4/4	1	1	1		1	1		4	52		94
8	8	0	0	4/4	1	1	1		1	1		3	57		94
8	8	0	0	4/4	1	1	1		1	1		0	60		94
8	8	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	41		96
8	8	1/4	1/4	4/4	2	1	1/12		1/8	2/3		4	40		97
8	8	1/3	1/3	4/4	2	1	1/12		1/8	2/3		-1	41		98
8	8	5/12	5/12	4/4	2	1	1/12		1/8	2/3		1	43		99
8	8	1/2	1/2	4/4	2	1	0	grace16	1/16	2/3		-1	41		100
8	8	1/2	1/2	4/4	2	1	0	grace16	1/16	2/3		1	43		101
8	8	1/2	1/2	4/4	2	1	1/12		1/8	2/3		-1	41		102
8	8	7/12	7/12	4/4	2	1	1/12		1/8	2/3		4	40		103
8	8	2/3	2/3	4/4	2	1	1/12		1/8	2/3	1	-1	41		104
8	8	3/4	3/4	4/4	2	1	1/16		1/16	1	-1	-1	41		105
8	8	13/16	13/16	4/4	2	1	1/16		1/16	1		1	43		106
8	8	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	41		107
9	9	0	0	4/4	2	2	1		1	1		-2	34		121
9	9	0	0	4/4	2	1	1/8		1/8	1		-1	41		109
9	9	0	0	4/4	1	1	1		1	1		2	50		108
9	9	0	0	4/4	1	1	1		1	1		-4	56		108
9	9	0	0	4/4	1	1	1		1	1		0	60		108
9	9	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	41		110
9	9	1/4	1/4	4/4	2	1	1/12		1/8	2/3		4	40		111
9	9	1/3	1/3	4/4	2	1	1/12		1/8	2/3		-1	41		112
9	9	5/12	5/12	4/4	2	1	1/12		1/8	2/3		1	43		113
9	9	1/2	1/2	4/4	2	1	0	grace16	1/16	2/3		-1	41		114
9	9	1/2	1/2	4/4	2	1	0	grace16	1/16	2/3		1	43		115
9	9	1/2	1/2	4/4	2	1	1/12		1/8	2/3		-1	41		116
