quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
705/2	0.5	89	89	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1070
353	0.5	89	89	1/4	1/4	4/4	2	1	1/8	1/8	1		10	58		1071
353	0.5	89	89	1/4	1/4	4/4	1	1	1/8	1/8	1		4	64		1064
353	0.5	89	89	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1064
353	0.5	89	89	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		1064
707/2	0.5	89	89	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		1072
707/2	0.5	89	89	3/8	3/8	4/4	1	1	1/8	1/8	1		4	64		1065
707/2	0.5	89	89	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		1065
707/2	0.5	89	89	3/8	3/8	4/4	1	1	1/8	1/8	1		9	75		1065
354	0.5	89	89	1/2	1/2	4/4	2	1	1/8	1/8	1		8	44		1073
354	0.5	89	89	1/2	1/2	4/4	1	1	1/8	1/8	1		4	64		1066
354	0.5	89	89	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1066
354	0.5	89	89	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73		1066
709/2	0.5	89	89	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		1074
709/2	0.5	89	89	5/8	5/8	4/4	1	1	1/8	1/8	1		4	64		1067
709/2	0.5	89	89	5/8	5/8	4/4	1	1	1/8	1/8	1		8	68		1067
709/2	0.5	89	89	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1067
355	0.5	89	89	3/4	3/4	4/4	2	1	1/8	1/8	1		10	58		1075
355	1.0	89	89	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		1068
355	1.0	89	89	3/4	3/4	4/4	1	1	1/4	1/4	1		8	68		1068
355	1.0	89	89	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		1068
711/2	0.5	89	89	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1076
356	0.5	90	90	0	0	4/4	2	1	1/8	1/8	1		8	44		1082
356	1.0	90	90	0	0	4/4	1	1	1/4	1/4	1		4	64		1077
356	1.0	90	90	0	0	4/4	1	1	1/4	1/4	1		8	68		1077
356	1.0	90	90	0	0	4/4	1	1	1/4	1/4	1		5	71		1077
713/2	0.5	90	90	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1083
357	0.5	90	90	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		1084
357	0.5	90	90	1/4	1/4	4/4	1	1	1/8	1/8	1		4	64		1078
357	0.5	90	90	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1078
715/2	0.5	90	90	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		1085
715/2	0.5	90	90	3/8	3/8	4/4	1	1	1/8	1/8	1		4	64		1079
715/2	0.5	90	90	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		1079
358	0.5	90	90	1/2	1/2	4/4	2	1	1/8	1/8	1		8	44		1086
358	1.0	90	90	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64		1080
358	1.0	90	90	1/2	1/2	4/4	1	1	1/4	1/4	1		8	68		1080
717/2	0.5	90	90	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		1087
359	0.5	90	90	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59		1088
359	1.0	90	90	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		1081
359	1.0	90	90	3/4	3/4	4/4	1	1	1/4	1/4	1		8	68		1081
359	1.0	90	90	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		1081
719/2	0.5	90	90	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1089
360	0.5	91	91	0	0	4/4	2	1	1/8	1/8	1		-4	44		1091
360	4.0	91	91	0	0	4/4	1	1	1	1	1		2	62		1090
360	4.0	91	91	0	0	4/4	1	1	1	1	1		-1	65		1090
360	4.0	91	91	0	0	4/4	1	1	1	1	1		-4	68		1090
360	4.0	91	91	0	0	4/4	1	1	1	1	1		-2	70		1090
721/2	0.5	91	91	1/8	1/8	4/4	2	1	1/8	1/8	1		-1	53		1092
361	0.5	91	91	1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58		1093
723/2	0.5	91	91	3/8	3/8	4/4	2	1	1/8	1/8	1		-1	53		1094
362	0.5	91	91	1/2	1/2	4/4	2	1	1/8	1/8	1		-4	56		1095
725/2	0.5	91	91	5/8	5/8	4/4	2	1	1/8	1/8	1		6	66		1096
363	0.5	91	91	3/4	3/4	4/4	2	1	1/8	1/8	1		5	71		1097
727/2	0.5	91	91	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		1098
364	0.5	92	92	0	0	4/4	2	1	1/8	1/8	1		8	56		1104
364	1.0	92	92	0	0	4/4	1	1	1/4	1/4	1		4	76		1099
364	1.0	92	92	0	0	4/4	1	1	1/4	1/4	1		8	80		1099
364	1.0	92	92	0	0	4/4	1	1	1/4	1/4	1		5	83		1099
729/2	0.5	92	92	1/8	1/8	4/4	2	1	1/8	1/8	1		4	64		1105
365	0.5	92	92	1/4	1/4	4/4	2	1	1/8	1/8	1		5	71		1106
365	0.5	92	92	1/4	1/4	4/4	1	1	1/8	1/8	1		4	76		1100
365	0.5	92	92	1/4	1/4	4/4	1	1	1/8	1/8	1		8	80		1100
731/2	0.5	92	92	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64		1107
731/2	0.5	92	92	3/8	3/8	4/4	1	1	1/8	1/8	1		4	76		1101
731/2	0.5	92	92	3/8	3/8	4/4	1	1	1/8	1/8	1		8	80		1101
366	0.5	92	92	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1108
366	1.0	92	92	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76		1102
366	1.0	92	92	1/2	1/2	4/4	1	1	1/4	1/4	1		8	80		1102
733/2	0.5	92	92	5/8	5/8	4/4	2	1	1/8	1/8	1		4	64		1109
367	0.5	92	92	3/4	3/4	4/4	2	1	1/8	1/8	1		5	71		1110
367	1.0	92	92	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		1103
367	1.0	92	92	3/4	3/4	4/4	1	1	1/4	1/4	1		8	80		1103
367	1.0	92	92	3/4	3/4	4/4	1	1	1/4	1/4	1		5	83		1103
735/2	0.5	92	92	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64		1111
368	0.5	93	93	0	0	4/4	2	1	1/8	1/8	1		8	56		1118
368	1.0	93	93	0	0	4/4	1	1	1/4	1/4	1		4	76		1112
368	1.0	93	93	0	0	4/4	1	1	1/4	1/4	1		8	80		1112
368	1.0	93	93	0	0	4/4	1	1	1/4	1/4	1		7	85		1112
737/2	0.5	93	93	1/8	1/8	4/4	2	1	1/8	1/8	1		4	64		1119
369	0.5	93	93	1/4	1/4	4/4	2	1	1/8	1/8	1		10	70		1120
369	0.5	93	93	1/4	1/4	4/4	1	1	1/8	1/8	1		4	76		1113
369	0.5	93	93	1/4	1/4	4/4	1	1	1/8	1/8	1		8	80		1113
369	0.5	93	93	1/4	1/4	4/4	1	1	1/8	1/8	1		7	85		1113
739/2	0.5	93	93	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64		1121
739/2	0.5	93	93	3/8	3/8	4/4	1	1	1/8	1/8	1		4	76		1114
739/2	0.5	93	93	3/8	3/8	4/4	1	1	1/8	1/8	1		8	80		1114
739/2	0.5	93	93	3/8	3/8	4/4	1	1	1/8	1/8	1		9	87		1114
370	0.5	93	93	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1122
370	0.5	93	93	1/2	1/2	4/4	1	1	1/8	1/8	1		4	76		1115
370	0.5	93	93	1/2	1/2	4/4	1	1	1/8	1/8	1		8	80		1115
370	0.5	93	93	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1115
741/2	0.5	93	93	5/8	5/8	4/4	2	1	1/8	1/8	1		4	64		1123
741/2	0.5	93	93	5/8	5/8	4/4	1	1	1/8	1/8	1		4	76		1116
741/2	0.5	93	93	5/8	5/8	4/4	1	1	1/8	1/8	1		8	80		1116
741/2	0.5	93	93	5/8	5/8	4/4	1	1	1/8	1/8	1		9	87		1116
371	0.5	93	93	3/4	3/4	4/4	2	1	1/8	1/8	1		10	70		1124
371	1.0	93	93	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		1117
371	1.0	93	93	3/4	3/4	4/4	1	1	1/4	1/4	1		8	80		1117
371	1.0	93	93	3/4	3/4	4/4	1	1	1/4	1/4	1		7	85		1117
743/2	0.5	93	93	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64		1125
372	0.5	94	94	0	0	4/4	2	1	1/8	1/8	1		8	56		1131
372	1.0	94	94	0	0	4/4	1	1	1/4	1/4	1		4	76		1126
372	1.0	94	94	0	0	4/4	1	1	1/4	1/4	1		8	80		1126
372	1.0	94	94	0	0	4/4	1	1	1/4	1/4	1		5	83		1126
745/2	0.5	94	94	1/8	1/8	4/4	2	1	1/8	1/8	1		4	64		1132
373	0.5	94	94	1/4	1/4	4/4	2	1	1/8	1/8	1		5	71		1133
373	0.5	94	94	1/4	1/4	4/4	1	1	1/8	1/8	1		4	76		1127
373	0.5	94	94	1/4	1/4	4/4	1	1	1/8	1/8	1		8	80		1127
747/2	0.5	94	94	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64		1134
747/2	0.5	94	94	3/8	3/8	4/4	1	1	1/8	1/8	1		4	76		1128
747/2	0.5	94	94	3/8	3/8	4/4	1	1	1/8	1/8	1		8	80		1128
374	0.5	94	94	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1135
374	1.0	94	94	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76		1129
374	1.0	94	94	1/2	1/2	4/4	1	1	1/4	1/4	1		8	80		1129
749/2	0.5	94	94	5/8	5/8	4/4	2	1	1/8	1/8	1		4	64		1136
375	0.5	94	94	3/4	3/4	4/4	2	1	1/8	1/8	1		5	71		1137
375	1.0	94	94	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		1130
375	1.0	94	94	3/4	3/4	4/4	1	1	1/4	1/4	1		8	80		1130
375	1.0	94	94	3/4	3/4	4/4	1	1	1/4	1/4	1		5	83		1130
751/2	0.5	94	94	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64		1138
376	4.0	95	95	0	0	4/4	2	1	1	1	1	1	-4	56		1147
376	0.5	95	95	0	0	4/4	1	1	1/8	1/8	1		-1	77		1139
376	0.5	95	95	0	0	4/4	1	1	1/8	1/8	1		-2	82		1139
753/2	0.5	95	95	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1140
377	0.5	95	95	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1141
377	0.5	95	95	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1141
755/2	0.5	95	95	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1142
378	0.5	95	95	1/2	1/2	4/4	1	1	1/8	1/8	1		-1	77		1143
378	0.5	95	95	1/2	1/2	4/4	1	1	1/8	1/8	1		-2	82		1143
757/2	0.5	95	95	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74		1144
379	0.5	95	95	3/4	3/4	4/4	1	1	1/8	1/8	1		2	62		1145
379	0.5	95	95	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	65		1145
759/2	0.5	95	95	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70		1146
380	4.0	96	96	0	0	4/4	2	1	1	1	1	0	-4	56		1156
380	0.5	96	96	0	0	4/4	1	1	1/8	1/8	1		-1	77		1148
380	0.5	96	96	0	0	4/4	1	1	1/8	1/8	1		-2	82		1148
761/2	0.5	96	96	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1149
381	0.5	96	96	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1150
381	0.5	96	96	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1150
763/2	0.5	96	96	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1151
382	0.5	96	96	1/2	1/2	4/4	1	1	1/8	1/8	1		-1	77		1152
382	0.5	96	96	1/2	1/2	4/4	1	1	1/8	1/8	1		-2	82		1152
765/2	0.5	96	96	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74		1153
383	0.5	96	96	3/4	3/4	4/4	1	1	1/8	1/8	1		2	62		1154
383	0.5	96	96	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	65		1154
767/2	0.5	96	96	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70		1155
384	4.0	97	97	0	0	4/4	2	1	1	1	1	-1	-4	56		1165
384	0.5	97	97	0	0	4/4	1	1	1/8	1/8	1		-1	77		1157
384	0.5	97	97	0	0	4/4	1	1	1/8	1/8	1		-2	82		1157
769/2	0.5	97	97	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1158
385	0.5	97	97	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1159
385	0.5	97	97	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1159
771/2	0.5	97	97	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1160
386	0.5	97	97	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1161
386	0.5	97	97	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1161
773/2	0.5	97	97	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1162
387	0.5	97	97	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1163
387	0.5	97	97	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1163
775/2	0.5	97	97	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1164
388	4.0	98	98	0	0	4/4	2	1	1	1	1		5	59		1174
388	0.5	98	98	0	0	4/4	1	1	1/8	1/8	1		8	80		1166
388	0.5	98	98	0	0	4/4	1	1	1/8	1/8	1		7	85		1166
777/2	0.5	98	98	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1167
389	0.5	98	98	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1168
389	0.5	98	98	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1168
779/2	0.5	98	98	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1169
390	0.5	98	98	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1170
390	0.5	98	98	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1170
781/2	0.5	98	98	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1171
391	0.5	98	98	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1172
391	0.5	98	98	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1172
783/2	0.5	98	98	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1173
392	4.0	99	99	0	0	4/4	2	1	1	1	1		-4	56		1183
392	0.5	99	99	0	0	4/4	1	1	1/8	1/8	1		-1	77		1175
392	0.5	99	99	0	0	4/4	1	1	1/8	1/8	1		-2	82		1175
785/2	0.5	99	99	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1176
393	0.5	99	99	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1177
393	0.5	99	99	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1177
787/2	0.5	99	99	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1178
394	0.5	99	99	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1179
394	0.5	99	99	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1179
789/2	0.5	99	99	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1180
395	0.5	99	99	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1181
395	0.5	99	99	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1181
791/2	0.5	99	99	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1182
396	4.0	100	100	0	0	4/4	2	1	1	1	1		5	59		1192
396	0.5	100	100	0	0	4/4	1	1	1/8	1/8	1		8	80		1184
396	0.5	100	100	0	0	4/4	1	1	1/8	1/8	1		7	85		1184
793/2	0.5	100	100	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1185
397	0.5	100	100	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1186
397	0.5	100	100	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1186
795/2	0.5	100	100	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1187
398	0.5	100	100	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1188
398	0.5	100	100	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1188
797/2	0.5	100	100	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1189
399	0.5	100	100	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1190
399	0.5	100	100	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1190
799/2	0.5	100	100	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1191
400	4.0	101	101	0	0	4/4	2	1	1	1	1		-4	56		1201
400	0.5	101	101	0	0	4/4	1	1	1/8	1/8	1		-1	77		1193
400	0.5	101	101	0	0	4/4	1	1	1/8	1/8	1		-2	82		1193
801/2	0.5	101	101	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1194
401	0.5	101	101	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1195
401	0.5	101	101	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1195
803/2	0.5	101	101	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1196
402	0.5	101	101	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1197
402	0.5	101	101	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1197
805/2	0.5	101	101	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1198
403	0.5	101	101	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1199
403	0.5	101	101	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1199
807/2	0.5	101	101	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1200
404	4.0	102	102	0	0	4/4	2	1	1	1	1	1	5	59		1210
404	0.5	102	102	0	0	4/4	1	1	1/8	1/8	1		8	80		1202
404	0.5	102	102	0	0	4/4	1	1	1/8	1/8	1		7	85		1202
809/2	0.5	102	102	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1203
405	0.5	102	102	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1204
405	0.5	102	102	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1204
811/2	0.5	102	102	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1205
406	0.5	102	102	1/2	1/2	4/4	1	1	1/8	1/8	1		8	80		1206
406	0.5	102	102	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1206
813/2	0.5	102	102	5/8	5/8	4/4	1	1	1/8	1/8	1		11	77		1207
407	0.5	102	102	3/4	3/4	4/4	1	1	1/8	1/8	1		11	65		1208
407	0.5	102	102	3/4	3/4	4/4	1	1	1/8	1/8	1		8	68		1208
815/2	0.5	102	102	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1209
408	4.0	103	103	0	0	4/4	2	1	1	1	1	-1	5	59		1219
408	0.5	103	103	0	0	4/4	1	1	1/8	1/8	1		8	80		1211
408	0.5	103	103	0	0	4/4	1	1	1/8	1/8	1		7	85		1211
817/2	0.5	103	103	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1212
409	0.5	103	103	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1213
409	0.5	103	103	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1213
819/2	0.5	103	103	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1214
410	0.5	103	103	1/2	1/2	4/4	1	1	1/8	1/8	1		8	80		1215
410	0.5	103	103	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1215
821/2	0.5	103	103	5/8	5/8	4/4	1	1	1/8	1/8	1		11	77		1216
411	0.5	103	103	3/4	3/4	4/4	1	1	1/8	1/8	1		11	65		1217
411	0.5	103	103	3/4	3/4	4/4	1	1	1/8	1/8	1		8	68		1217
823/2	0.5	103	103	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1218
412	0.5	104	104	0	0	4/4	1	1	1/8	1/8	1		3	81		1220
412	0.5	104	104	0	0	4/4	1	1	1/8	1/8	1		7	85		1220
825/2	0.5	104	104	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1221
413	0.5	104	104	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1222
413	0.5	104	104	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		1222
827/2	0.5	104	104	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1223
414	0.5	104	104	1/2	1/2	4/4	1	1	1/8	1/8	1		3	81		1224
414	0.5	104	104	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1224
829/2	0.5	104	104	5/8	5/8	4/4	1	1	1/8	1/8	1		11	77		1225
415	0.5	104	104	3/4	3/4	4/4	1	1	1/8	1/8	1		11	65		1226
415	0.5	104	104	3/4	3/4	4/4	1	1	1/8	1/8	1		3	69		1226
831/2	0.5	104	104	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1227
416	0.5	105	105	0	0	4/4	1	1	1/8	1/8	1		3	81		1228
416	0.5	105	105	0	0	4/4	1	1	1/8	1/8	1		7	85		1228
833/2	0.5	105	105	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1229
417	0.5	105	105	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1230
417	0.5	105	105	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		1230
835/2	0.5	105	105	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1231
418	0.5	105	105	1/2	1/2	4/4	1	1	1/8	1/8	1		3	81		1232
418	0.5	105	105	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1232
837/2	0.5	105	105	5/8	5/8	4/4	1	1	1/8	1/8	1		11	77		1233
419	0.5	105	105	3/4	3/4	4/4	1	1	1/8	1/8	1		11	65		1234
419	0.5	105	105	3/4	3/4	4/4	1	1	1/8	1/8	1		3	69		1234
839/2	0.5	105	105	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1235
420	4.0	106	106	0	0	4/4	2	2	1	1	1		4	64		1247
420	1.0	106	106	0	0	4/4	2	1	1/4	1/4	1		6	66		1244
420	0.5	106	106	0	0	4/4	1	1	1/8	1/8	1		7	85		1236
841/2	0.5	106	106	1/8	1/8	4/4	1	1	1/8	1/8	1		3	81		1237
421	1.0	106	106	1/4	1/4	4/4	2	1	1/4	1/4	1		7	73		1245
421	0.5	106	106	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1238
843/2	0.5	106	106	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1239
422	2.0	106	106	1/2	1/2	4/4	2	1	1/2	1/2	1	1	5	71		1246
422	0.5	106	106	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1240
845/2	0.5	106	106	5/8	5/8	4/4	1	1	1/8	1/8	1		3	81		1241
423	0.5	106	106	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1242
847/2	0.5	106	106	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1243
424	2.0	107	107	0	0	4/4	2	2	1/2	1/2	1		9	63		1262
424	1.0	107	107	0	0	4/4	2	1	1/4	1/4	1	-1	5	71		1256
424	0.5	107	107	0	0	4/4	1	1	1/8	1/8	1		7	85		1248
849/2	0.5	107	107	1/8	1/8	4/4	1	1	1/8	1/8	1		3	81		1249
425	0.5	107	107	1/4	1/4	4/4	2	1	1/8	1/8	1		3	69		1257
425	0.5	107	107	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1250
851/2	0.5	107	107	3/8	3/8	4/4	2	1	1/8	1/8	1		8	68		1258
851/2	0.5	107	107	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1251
426	2.0	107	107	1/2	1/2	4/4	2	2	1/2	1/2	1		2	62		1263
426	1.0	107	107	1/2	1/2	4/4	2	1	1/4	1/4	1		6	66		1259
426	0.5	107	107	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1252
853/2	0.5	107	107	5/8	5/8	4/4	1	1	1/8	1/8	1		3	81		1253
427	0.5	107	107	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		1260
427	0.5	107	107	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1254
855/2	0.5	107	107	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62		1261
855/2	0.5	107	107	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1255
428	2.0	108	108	0	0	4/4	2	2	1/2	1/2	1		6	54		1277
428	1.0	108	108	0	0	4/4	2	1	1/4	1/4	1		7	61		1272
428	0.5	108	108	0	0	4/4	1	1	1/8	1/8	1		7	85		1264
857/2	0.5	108	108	1/8	1/8	4/4	1	1	1/8	1/8	1		3	81		1265
429	0.5	108	108	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62		1273
429	0.5	108	108	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1266
859/2	0.5	108	108	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64		1274
859/2	0.5	108	108	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1267
430	1.0	108	108	1/2	1/2	4/4	2	2	1/4	1/4	1		3	57		1278
430	1.0	108	108	1/2	1/2	4/4	2	1	1/4	1/4	1		6	66		1275
430	0.5	108	108	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1268
861/2	0.5	108	108	5/8	5/8	4/4	1	1	1/8	1/8	1		3	81		1269
431	1.0	108	108	3/4	3/4	4/4	2	2	1/4	1/4	1		5	59		1279
431	1.0	108	108	3/4	3/4	4/4	2	1	1/4	1/4	1		3	69		1276
431	0.5	108	108	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1270
863/2	0.5	108	108	7/8	7/8	4/4	1	1	1/8	1/8	1		2	74		1271
432	4.0	109	109	0	0	4/4	2	1	1	1	1		7	61		1288
432	4.0	109	109	0	0	4/4	2	1	1	1	1		8	68		1288
432	0.5	109	109	0	0	4/4	1	1	1/8	1/8	1		7	85		1280
865/2	0.5	109	109	1/8	1/8	4/4	1	1	1/8	1/8	1		5	83		1281
433	0.5	109	109	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1282
867/2	0.5	109	109	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1283
434	0.5	109	109	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1284
869/2	0.5	109	109	5/8	5/8	4/4	1	1	1/8	1/8	1		5	83		1285
435	0.5	109	109	3/4	3/4	4/4	1	1	1/8	1/8	1		11	77		1286
871/2	0.5	109	109	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1287
436	0.5	110	110	0	0	4/4	2	1	1/8	1/8	1		3	45		1295
873/2	0.5	110	110	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		1296
873/2	0.5	110	110	1/8	1/8	4/4	1	1	1/8	1/8	1		6	66		1289
437	0.5	110	110	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61		1297
437	0.5	110	110	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1290
875/2	0.5	110	110	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1298
875/2	0.5	110	110	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		1291
438	0.5	110	110	1/2	1/2	4/4	2	1	1/8	1/8	1		8	44		1299
438	1.0	110	110	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66		1293
