mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	2	1	1/4	1/4	1		-2	34		0
1	1	0	0	4/4	2	1	1/4	1/4	1		-2	46		0
1	1	1/4	1/4	4/4	2	1	1/4	1/4	1		-3	39		1
1	1	1/4	1/4	4/4	2	1	1/4	1/4	1		-3	51		1
1	1	1/2	1/2	4/4	2	1	1/4	1/4	1		3	33		2
1	1	1/2	1/2	4/4	2	1	1/4	1/4	1		3	45		2
1	1	3/4	3/4	4/4	2	1	1/4	1/4	1	1	-5	37		3
1	1	3/4	3/4	4/4	2	1	1/4	1/4	1	1	-5	49		3
2	2	0	0	4/4	2	1	1/2	1/2	1	-1	-5	37		17
2	2	0	0	4/4	2	1	1/2	1/2	1	-1	-5	49		17
2	2	1/4	1/4	4/4	1	1	1/48	1/32	2/3		-1	53		4
2	2	13/48	13/48	4/4	1	1	1/48	1/32	2/3		-2	58		5
2	2	7/24	7/24	4/4	1	1	1/48	1/32	2/3		-5	61		6
2	2	5/16	5/16	4/4	1	1	1/48	1/32	2/3		-1	65		7
2	2	1/3	1/3	4/4	1	1	1/48	1/32	2/3		-2	70		8
2	2	17/48	17/48	4/4	1	1	1/48	1/32	2/3		-5	73		9
2	2	3/8	3/8	4/4	1	1	1/48	1/32	2/3		-1	77		10
2	2	19/48	19/48	4/4	1	1	1/48	1/32	2/3		-2	82		11
2	2	5/12	5/12	4/4	1	1	1/48	1/32	2/3		-5	85		12
2	2	7/16	7/16	4/4	1	1	1/48	1/32	2/3		-1	89		13
2	2	11/24	11/24	4/4	1	1	1/48	1/32	2/3		-2	82		14
2	2	23/48	23/48	4/4	1	1	1/48	1/32	2/3		-5	85		15
2	2	1/2	1/2	4/4	2	1	1/8	1/8	1		-5	37		18
2	2	1/2	1/2	4/4	2	1	1/8	1/8	1		-5	49		18
2	2	1/2	1/2	4/4	1	1	1/8	1/8	1		-1	89		16
2	2	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	39		19
2	2	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	51		19
2	2	3/4	3/4	4/4	2	1	1/12	1/8	2/3		-1	41		20
2	2	3/4	3/4	4/4	2	1	1/12	1/8	2/3		-1	53		20
2	2	5/6	5/6	4/4	2	1	1/12	1/8	2/3		-6	42		21
2	2	5/6	5/6	4/4	2	1	1/12	1/8	2/3		-6	54		21
2	2	11/12	11/12	4/4	2	1	1/12	1/8	2/3		-3	39		22
2	2	11/12	11/12	4/4	2	1	1/12	1/8	2/3		-3	51		22
3	3	0	0	4/4	2	1	1/2	1/2	1		-5	37		36
3	3	0	0	4/4	2	1	1/2	1/2	1		-5	49		36
3	3	1/4	1/4	4/4	1	1	1/48	1/32	2/3		-8	52		23
3	3	13/48	13/48	4/4	1	1	1/48	1/32	2/3		-9	57		24
3	3	7/24	7/24	4/4	1	1	1/48	1/32	2/3		-8	64		25
3	3	5/16	5/16	4/4	1	1	1/48	1/32	2/3		-9	69		26
3	3	1/3	1/3	4/4	1	1	1/48	1/32	2/3		-5	73		27
3	3	17/48	17/48	4/4	1	1	1/48	1/32	2/3		-8	76		28
3	3	3/8	3/8	4/4	1	1	1/48	1/32	2/3		-9	81		29
3	3	19/48	19/48	4/4	1	1	1/48	1/32	2/3		-5	85		30
3	3	5/12	5/12	4/4	1	1	1/48	1/32	2/3		-8	88		31
3	3	7/16	7/16	4/4	1	1	1/48	1/32	2/3		-9	81		32
3	3	11/24	11/24	4/4	1	1	1/48	1/32	2/3		-5	85		33
3	3	23/48	23/48	4/4	1	1	1/48	1/32	2/3		-8	88		34
3	3	1/2	1/2	4/4	2	1	1/8	1/8	1		-5	37		37
3	3	1/2	1/2	4/4	2	1	1/8	1/8	1		-5	49		37
3	3	1/2	1/2	4/4	1	1	1/8	1/8	1		-9	93		35
3	3	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	39		38
3	3	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	51		38
3	3	3/4	3/4	4/4	2	1	1/12	1/8	2/3		-8	40		39
3	3	3/4	3/4	4/4	2	1	1/12	1/8	2/3		-8	52		39
3	3	5/6	5/6	4/4	2	1	1/12	1/8	2/3		-6	42		40
3	3	5/6	5/6	4/4	2	1	1/12	1/8	2/3		-6	54		40
3	3	11/12	11/12	4/4	2	1	1/12	1/8	2/3		-3	39		41
3	3	11/12	11/12	4/4	2	1	1/12	1/8	2/3		-3	51		41
4	4	0	0	4/4	2	1	1/2	1/2	1		-5	37		64
4	4	0	0	4/4	2	1	1/2	1/2	1		-5	49		64
4	4	1/4	1/4	4/4	1	1	1/68	1/32	8/17		-8	52		42
4	4	9/34	9/34	4/4	1	1	1/68	1/32	8/17		1	55		43
4	4	19/68	19/68	4/4	1	1	1/68	1/32	8/17		-2	58		44
4	4	5/17	5/17	4/4	1	1	1/68	1/32	8/17		-5	61		45
4	4	21/68	21/68	4/4	1	1	1/68	1/32	8/17		-8	64		46
4	4	11/34	11/34	4/4	1	1	1/68	1/32	8/17		1	67		47
4	4	23/68	23/68	4/4	1	1	1/68	1/32	8/17		-2	70		48
4	4	6/17	6/17	4/4	1	1	1/68	1/32	8/17		-5	73		49
4	4	25/68	25/68	4/4	1	1	1/68	1/32	8/17		-8	76		50
4	4	13/34	13/34	4/4	1	1	1/68	1/32	8/17		1	79		51
4	4	27/68	27/68	4/4	1	1	1/68	1/32	8/17		-2	82		52
4	4	7/17	7/17	4/4	1	1	1/68	1/32	8/17		-5	85		53
4	4	29/68	29/68	4/4	1	1	1/68	1/32	8/17		-8	88		54
4	4	15/34	15/34	4/4	1	1	1/68	1/32	8/17		1	79		55
4	4	31/68	31/68	4/4	1	1	1/68	1/32	8/17		-2	82		56
4	4	8/17	8/17	4/4	1	1	1/68	1/32	8/17		-5	85		57
4	4	33/68	33/68	4/4	1	1	1/68	1/32	8/17		-8	88		58
