mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	3	1	1		1	1		-4	32		5
1	1	0	0	4/4	2	1	1/4		1/4	1		-3	51		1
1	1	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	56		2
1	1	1/2	1/2	4/4	2	1	1/4		1/4	1		3	57		3
1	1	1/2	1/2	4/4	1	1	1/2		1/2	1		-5	61		0
1	1	1/2	1/2	4/4	1	1	1/2		1/2	1		-3	63		0
1	1	3/4	3/4	4/4	2	1	1/4		1/4	1	1	-3	51		4
2	2	0	0	4/4	3	1	1		1	1	1	-4	32		13
2	2	0	0	4/4	2	1	1/4		1/4	1	-1	-3	51		9
2	2	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	56		10
2	2	1/2	1/2	4/4	2	1	1/4		1/4	1		3	57		11
2	2	1/2	1/2	4/4	1	2	1/2		1/2	1		-5	61		8
2	2	1/2	1/2	4/4	1	2	1/2		1/2	1		-3	63		8
2	2	1/2	1/2	4/4	1	1	1/4		1/4	1		3	69		6
2	2	3/4	3/4	4/4	2	1	1/4		1/4	1	1	-1	65		12
2	2	3/4	3/4	4/4	1	1	1/4		1/4	1	1	-1	77		7
3	3	0	0	4/4	3	1	1		1	1	0	-4	32		22
3	3	0	0	4/4	2	2	1		1	1		-5	61		21
3	3	0	0	4/4	2	2	1		1	1		-3	63		21
3	3	0	0	4/4	2	1	1/4		1/4	1	-1	-1	65		18
3	3	0	0	4/4	1	2	1		1	1		-5	73		17
3	3	0	0	4/4	1	2	1		1	1		-3	75		17
3	3	0	0	4/4	1	1	1/4		1/4	1	-1	-1	77		14
3	3	1/4	1/4	4/4	2	1	1/2		1/2	1		0	72		19
3	3	1/4	1/4	4/4	1	1	1/2		1/2	1		0	84		15
3	3	3/4	3/4	4/4	2	1	1/4		1/4	1		-1	65		20
3	3	3/4	3/4	4/4	1	1	1/4		1/4	1		-1	77		16
4	4	0	0	4/4	3	1	1		1	1	-1	-4	32		35
4	4	0	0	4/4	2	2	1		1	1		-2	58		32
4	4	0	0	4/4	2	2	1		1	1		-5	61		32
4	4	0	0	4/4	2	3	1/2		1/2	1		-3	63		33
4	4	0	0	4/4	2	1	1/4		1/4	1		-6	66		29
4	4	0	0	4/4	1	2	1		1	1		-5	73		26
4	4	0	0	4/4	1	1	1/4		1/4	1		-3	75		23
4	4	0	0	4/4	1	3	1/2		1/2	1		-3	75		27
4	4	1/4	1/4	4/4	2	1	1/2		1/2	1		0	72		30
4	4	1/4	1/4	4/4	1	1	1/2		1/2	1		0	84		24
4	4	1/2	1/2	4/4	2	3	1/2		1/2	1		4	64		34
4	4	1/2	1/2	4/4	1	3	1/2		1/2	1		4	76		28
4	4	3/4	3/4	4/4	2	1	1/4		1/4	1		1	67		31
4	4	3/4	3/4	4/4	1	1	1/4		1/4	1		1	79		25
5	5	0	0	4/4	3	1	1		1	1		-4	32		43
5	5	1/8	1/8	4/4	1	1	1/8		1/8	1	1	5	59		36
5	5	1/8	1/8	4/4	1	1	1/8		1/8	1	1	2	62		36
5	5	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	5	59		37
5	5	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	2	62		37
5	5	1/3	1/3	4/4	1	1	1/12		1/8	2/3		7	61		38
5	5	1/3	1/3	4/4	1	1	1/12		1/8	2/3		11	65		38
5	5	5/12	5/12	4/4	1	1	1/12		1/8	2/3		2	62		39
5	5	5/12	5/12	4/4	1	1	1/12		1/8	2/3		6	66		39
5	5	1/2	1/2	4/4	1	1	3/16		1/8	3/2		5	59		40
5	5	1/2	1/2	4/4	1	1	3/16		1/8	3/2		2	62		40
5	5	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69		41
5	5	11/16	11/16	4/4	1	1	1/16		1/16	1		7	73		41
5	5	3/4	3/4	4/4	1	1	1/4		1/4	1	1	4	64		42
5	5	3/4	3/4	4/4	1	1	1/4		1/4	1	1	8	68		42
6	6	0	0	4/4	3	1	1		1	1		-4	32		57
6	6	0	0	4/4	1	1	1/16		1/16	1	-1	4	64		44
6	6	0	0	4/4	1	1	1/16		1/16	1	-1	8	68		44
6	6	1/16	1/16	4/4	1	1	1/16		1/16	1		2	74		45
6	6	1/16	1/16	4/4	1	1	1/16		1/16	1		6	78		45
6	6	1/8	1/8	4/4	1	1	1/16		1/16	1		5	71		46
6	6	1/8	1/8	4/4	1	1	1/16		1/16	1		2	74		46
6	6	3/16	3/16	4/4	1	1	1/16		1/16	1		1	67		47
6	6	3/16	3/16	4/4	1	1	1/16		1/16	1		5	71		47
6	6	1/4	1/4	4/4	1	1	1/16		1/16	1		-6	66		48
6	6	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	70		48
6	6	5/16	5/16	4/4	1	1	1/16		1/16	1		-3	63		49
6	6	5/16	5/16	4/4	1	1	1/16		1/16	1		-6	66		49
6	6	3/8	3/8	4/4	1	1	1/16		1/16	1		0	60		50
6	6	3/8	3/8	4/4	1	1	1/16		1/16	1		4	64		50
6	6	7/16	7/16	4/4	1	1	1/16		1/16	1		1	55		51
6	6	7/16	7/16	4/4	1	1	1/16		1/16	1		5	59		51
6	6	1/2	1/2	4/4	1	1	1/2		1/2	1	1	-6	54		52
6	6	1/2	1/2	4/4	1	1	1/2		1/2	1	1	-2	58		52
6	6	5/8	5/8	4/4	2	1	1/8		1/8	1	1	2	50		53
6	6	3/4	3/4	4/4	2	1	1/12		1/8	2/3	-1	2	50		54
6	6	5/6	5/6	4/4	2	1	1/12		1/8	2/3		2	50		55
6	6	11/12	11/12	4/4	2	1	1/12		1/8	2/3		2	50		56
7	7	0	0	4/4	3	1	1		1	1		-4	32		63
7	7	0	0	4/4	2	1	1/8		1/8	1		2	50		59
7	7	0	0	4/4	1	1	1		1	1	-1	-6	54		58
7	7	0	0	4/4	1	1	1		1	1	-1	-2	58		58
7	7	1/8	1/8	4/4	2	1	0	acciaccatura	1/8	1		-6	54		60
